pert_iname,target,broad_id
MEK162,MAP2K1,BRD-K82244583-001-01-3
MEK162,MAP2K2,BRD-K82244583-001-01-3
melatonin,ASMT,BRD-K97530723-001-20-9
melatonin,ASMT,BRD-K97530723-001-24-1
melatonin,ASMT,BRD-K97530723-001-19-1
melatonin,CALM1,BRD-K97530723-001-20-9
melatonin,CALM1,BRD-K97530723-001-24-1
melatonin,CALM1,BRD-K97530723-001-19-1
melatonin,CALR,BRD-K97530723-001-20-9
melatonin,CALR,BRD-K97530723-001-24-1
melatonin,CALR,BRD-K97530723-001-19-1
melatonin,EPX,BRD-K97530723-001-20-9
melatonin,EPX,BRD-K97530723-001-24-1
melatonin,EPX,BRD-K97530723-001-19-1
melatonin,ESR1,BRD-K97530723-001-20-9
melatonin,ESR1,BRD-K97530723-001-24-1
melatonin,ESR1,BRD-K97530723-001-19-1
melatonin,HTR2B,BRD-K97530723-001-20-9
melatonin,HTR2B,BRD-K97530723-001-24-1
melatonin,HTR2B,BRD-K97530723-001-19-1
melatonin,MPO,BRD-K97530723-001-20-9
melatonin,MPO,BRD-K97530723-001-24-1
melatonin,MPO,BRD-K97530723-001-19-1
melatonin,MTNR1A,BRD-K97530723-001-20-9
melatonin,MTNR1A,BRD-K97530723-001-24-1
melatonin,MTNR1A,BRD-K97530723-001-19-1
melatonin,MTNR1B,BRD-K97530723-001-20-9
melatonin,MTNR1B,BRD-K97530723-001-24-1
melatonin,MTNR1B,BRD-K97530723-001-19-1
melatonin,NQO2,BRD-K97530723-001-20-9
melatonin,NQO2,BRD-K97530723-001-24-1
melatonin,NQO2,BRD-K97530723-001-19-1
melatonin,RORB,BRD-K97530723-001-20-9
melatonin,RORB,BRD-K97530723-001-24-1
melatonin,RORB,BRD-K97530723-001-19-1
meldonium,BBOX1,BRD-K79392608-335-01-8
melevodopa,DDC,BRD-A25827085-001-01-0
melevodopa,DDC,BRD-K18749874-003-08-9
meloxicam,PTGS1,BRD-A84174393-236-07-1
meloxicam,PTGS1,BRD-A84174393-323-07-7
meloxicam,PTGS1,BRD-A84174393-001-34-3
meloxicam,PTGS2,BRD-A84174393-236-07-1
meloxicam,PTGS2,BRD-A84174393-323-07-7
meloxicam,PTGS2,BRD-A84174393-001-34-3
melperone,DRD2,BRD-K92984783-003-05-7
melperone,DRD2,BRD-K92984783-003-06-5
melperone,HTR2A,BRD-K92984783-003-05-7
melperone,HTR2A,BRD-K92984783-003-06-5
melphalan-n-oxide,HIF1A,BRD-K36394566-300-01-0
memantine,CHRFAM7A,BRD-A79803969-003-16-1
memantine,CHRFAM7A,BRD-A79803969-003-17-9
memantine,CHRFAM7A,BRD-A79803969-003-18-7
memantine,DRD2,BRD-A79803969-003-16-1
memantine,DRD2,BRD-A79803969-003-17-9
memantine,DRD2,BRD-A79803969-003-18-7
memantine,GRIN1,BRD-A79803969-003-16-1
memantine,GRIN1,BRD-A79803969-003-17-9
memantine,GRIN1,BRD-A79803969-003-18-7
memantine,GRIN2A,BRD-A79803969-003-16-1
memantine,GRIN2A,BRD-A79803969-003-17-9
memantine,GRIN2A,BRD-A79803969-003-18-7
memantine,GRIN2B,BRD-A79803969-003-16-1
memantine,GRIN2B,BRD-A79803969-003-17-9
memantine,GRIN2B,BRD-A79803969-003-18-7
memantine,GRIN3A,BRD-A79803969-003-16-1
memantine,GRIN3A,BRD-A79803969-003-17-9
memantine,GRIN3A,BRD-A79803969-003-18-7
memantine,HTR3A,BRD-A79803969-003-16-1
memantine,HTR3A,BRD-A79803969-003-17-9
memantine,HTR3A,BRD-A79803969-003-18-7
menadione,AOX1,BRD-K78126613-001-27-7
menadione,AOX1,BRD-K78126613-001-29-3
menadione,AOX1,BRD-K78126613-001-28-5
menadione,BGLAP,BRD-K78126613-001-27-7
menadione,BGLAP,BRD-K78126613-001-29-3
menadione,BGLAP,BRD-K78126613-001-28-5
menadione,F10,BRD-K78126613-001-27-7
menadione,F10,BRD-K78126613-001-29-3
menadione,F10,BRD-K78126613-001-28-5
menadione,F2,BRD-K78126613-001-27-7
menadione,F2,BRD-K78126613-001-29-3
menadione,F2,BRD-K78126613-001-28-5
menadione,F7,BRD-K78126613-001-27-7
menadione,F7,BRD-K78126613-001-29-3
menadione,F7,BRD-K78126613-001-28-5
menadione,F9,BRD-K78126613-001-27-7
menadione,F9,BRD-K78126613-001-29-3
menadione,F9,BRD-K78126613-001-28-5
menadione,GGCX,BRD-K78126613-001-27-7
menadione,GGCX,BRD-K78126613-001-29-3
menadione,GGCX,BRD-K78126613-001-28-5
menadione,NQO1,BRD-K78126613-001-27-7
menadione,NQO1,BRD-K78126613-001-29-3
menadione,NQO1,BRD-K78126613-001-28-5
menadione,NQO2,BRD-K78126613-001-27-7
menadione,NQO2,BRD-K78126613-001-29-3
menadione,NQO2,BRD-K78126613-001-28-5
menadione,PROC,BRD-K78126613-001-27-7
menadione,PROC,BRD-K78126613-001-29-3
menadione,PROC,BRD-K78126613-001-28-5
menadione,PROS1,BRD-K78126613-001-27-7
menadione,PROS1,BRD-K78126613-001-29-3
menadione,PROS1,BRD-K78126613-001-28-5
menadione,PROZ,BRD-K78126613-001-27-7
menadione,PROZ,BRD-K78126613-001-29-3
menadione,PROZ,BRD-K78126613-001-28-5
menadione,VKORC1,BRD-K78126613-001-27-7
menadione,VKORC1,BRD-K78126613-001-29-3
menadione,VKORC1,BRD-K78126613-001-28-5
menadione,VKORC1L1,BRD-K78126613-001-27-7
menadione,VKORC1L1,BRD-K78126613-001-29-3
menadione,VKORC1L1,BRD-K78126613-001-28-5
menadione-bisulfite,GGCX,BRD-A19777893-236-01-9
menadione-bisulfite,VKORC1,BRD-A19777893-236-01-9
menadione-bisulfite,VKORC1L1,BRD-A19777893-236-01-9
mepacrine,PLA2G1B,BRD-A45889380-300-06-3
mepacrine,PLA2G1B,BRD-A45889380-300-07-1
mepacrine,PLA2G1B,BRD-A45889380-300-08-9
mepacrine,PLA2G4A,BRD-A45889380-300-06-3
mepacrine,PLA2G4A,BRD-A45889380-300-07-1
mepacrine,PLA2G4A,BRD-A45889380-300-08-9
mepacrine,PLA2G6,BRD-A45889380-300-06-3
mepacrine,PLA2G6,BRD-A45889380-300-07-1
mepacrine,PLA2G6,BRD-A45889380-300-08-9
mepacrine,PLCL1,BRD-A45889380-300-06-3
mepacrine,PLCL1,BRD-A45889380-300-07-1
mepacrine,PLCL1,BRD-A45889380-300-08-9
mepazine,MALT1,BRD-A82772293-001-03-2
mepenzolate,CHRM1,BRD-A62421304-004-18-9
mepenzolate,CHRM1,BRD-A62421304-004-17-1
mepenzolate,CHRM3,BRD-A62421304-004-18-9
mepenzolate,CHRM3,BRD-A62421304-004-17-1
mephentermine,ADRA1A,BRD-K18194590-065-08-0
mephentermine,ADRA1B,BRD-K18194590-065-08-0
mephentermine,ADRA1D,BRD-K18194590-065-08-0
mephentermine,ADRA2A,BRD-K18194590-065-08-0
mephentermine,ADRA2B,BRD-K18194590-065-08-0
mephentermine,ADRA2C,BRD-K18194590-065-08-0
mephentermine,ADRB1,BRD-K18194590-065-08-0
mephentermine,ADRB2,BRD-K18194590-065-08-0
mephentermine,ADRB3,BRD-K18194590-065-08-0
mephenytoin,SCN10A,BRD-A83937277-001-10-5
mephenytoin,SCN11A,BRD-A83937277-001-10-5
mephenytoin,SCN1A,BRD-A83937277-001-10-5
mephenytoin,SCN2A,BRD-A83937277-001-10-5
mephenytoin,SCN3A,BRD-A83937277-001-10-5
mephenytoin,SCN4A,BRD-A83937277-001-10-5
mephenytoin,SCN5A,BRD-A83937277-001-10-5
mephenytoin,SCN7A,BRD-A83937277-001-10-5
mephenytoin,SCN8A,BRD-A83937277-001-10-5
mephenytoin,SCN9A,BRD-A83937277-001-10-5
mepivacaine,SCN10A,BRD-A03216249-003-24-3
mepivacaine,SCN10A,BRD-A03216249-003-23-5
meprednisone,NR3C1,BRD-K18207669-001-02-4
meprednisone,NR3C1,BRD-K81190290-001-01-3
meprobamate,GABRA1,BRD-K19180152-001-02-6
meprobamate,GABRA2,BRD-K19180152-001-02-6
meprobamate,GABRA3,BRD-K19180152-001-02-6
meprobamate,GABRA4,BRD-K19180152-001-02-6
meprobamate,GABRA5,BRD-K19180152-001-02-6
meprobamate,GABRA6,BRD-K19180152-001-02-6
meprobamate,GABRB1,BRD-K19180152-001-02-6
meprobamate,GABRB2,BRD-K19180152-001-02-6
meprobamate,GABRB3,BRD-K19180152-001-02-6
meprobamate,GABRD,BRD-K19180152-001-02-6
meprobamate,GABRE,BRD-K19180152-001-02-6
meprobamate,GABRG1,BRD-K19180152-001-02-6
meprobamate,GABRG2,BRD-K19180152-001-02-6
meprobamate,GABRG3,BRD-K19180152-001-02-6
meprobamate,GABRP,BRD-K19180152-001-02-6
meprobamate,GABRQ,BRD-K19180152-001-02-6
meptazinol,BCHE,BRD-A02710418-003-13-4
meptazinol,BCHE,BRD-A02710418-003-12-6
meptazinol,BCHE,BRD-A02710418-003-11-8
mepyramine,HRH1,BRD-K97564742-051-02-8
mepyramine,HRH1,BRD-K97564742-050-32-7
mepyramine,HRH1,BRD-K97564742-050-31-9
mequinol,TYR,BRD-K45216060-001-10-0
mequinol,TYR,BRD-K45216060-001-09-2
mequinol,TYR,BRD-K45216060-001-11-8
merbarone,TOP2A,BRD-K45152786-001-08-4
mercaptopurine,HPRT1,BRD-K91601245-001-12-0
mercaptopurine,HPRT1,BRD-K91601245-001-13-8
mercaptopurine,IMPDH1,BRD-K91601245-001-12-0
mercaptopurine,IMPDH1,BRD-K91601245-001-13-8
mercaptopurine,IMPDH2,BRD-K91601245-001-12-0
mercaptopurine,IMPDH2,BRD-K91601245-001-13-8
mercaptopurine,PPAT,BRD-K91601245-001-12-0
mercaptopurine,PPAT,BRD-K91601245-001-13-8
merimepodib,IMPDH1,BRD-K09372874-001-01-0
mesalazine,ALOX5,BRD-K28849549-001-13-4
mesalazine,ALOX5,BRD-K28849549-001-12-6
mesalazine,ALOX5,BRD-K28849549-001-11-8
mesalazine,CHUK,BRD-K28849549-001-13-4
mesalazine,CHUK,BRD-K28849549-001-12-6
mesalazine,CHUK,BRD-K28849549-001-11-8
mesalazine,IKBKB,BRD-K28849549-001-13-4
mesalazine,IKBKB,BRD-K28849549-001-12-6
mesalazine,IKBKB,BRD-K28849549-001-11-8
mesalazine,MPO,BRD-K28849549-001-13-4
mesalazine,MPO,BRD-K28849549-001-12-6
mesalazine,MPO,BRD-K28849549-001-11-8
mesalazine,PPARG,BRD-K28849549-001-13-4
mesalazine,PPARG,BRD-K28849549-001-12-6
mesalazine,PPARG,BRD-K28849549-001-11-8
mesalazine,PTGS1,BRD-K28849549-001-13-4
mesalazine,PTGS1,BRD-K28849549-001-12-6
mesalazine,PTGS1,BRD-K28849549-001-11-8
mesalazine,PTGS2,BRD-K28849549-001-13-4
mesalazine,PTGS2,BRD-K28849549-001-12-6
mesalazine,PTGS2,BRD-K28849549-001-11-8
mesoridazine,DRD2,BRD-A14395271-074-17-8
mesoridazine,DRD2,BRD-A14395271-074-16-0
mesoridazine,DRD2,BRD-A14395271-074-18-6
mesoridazine,HTR2A,BRD-A14395271-074-17-8
mesoridazine,HTR2A,BRD-A14395271-074-16-0
mesoridazine,HTR2A,BRD-A14395271-074-18-6
mestinon,ACHE,BRD-K69688083-004-23-1
mestinon,ACHE,BRD-K69688083-004-22-3
mestinon,BCHE,BRD-K69688083-004-23-1
mestinon,BCHE,BRD-K69688083-004-22-3
mestranol,ESR1,BRD-K31920458-001-22-8
mestranol,ESR1,BRD-K31920458-001-23-6
mesulergine,HTR2A,BRD-K91336023-003-01-0
mesulergine,HTR2B,BRD-K91336023-003-01-0
mesulergine,HTR2C,BRD-K91336023-003-01-0
mesulergine,HTR3A,BRD-K91336023-003-01-0
mesulergine,HTR3B,BRD-K91336023-003-01-0
mesulergine,HTR6,BRD-K91336023-003-01-0
mesulergine,HTR7,BRD-K91336023-003-01-0
metacresol,INS,BRD-K22518984-001-01-8
metafolin,AMT,BRD-K28580965-238-03-9
metafolin,AMT,BRD-K28580965-238-01-3
metafolin,AMT,BRD-K28580965-238-02-1
metamizole,PTGS1,BRD-K76812510-236-14-8
metaproterenol,ADRB2,BRD-A07780951-065-09-2
metaproterenol,ADRB2,BRD-A07780951-001-08-9
metaproterenol,ADRB2,BRD-A07780951-065-10-0
metaraminol,ADRA1A,BRD-K96253961-046-04-9
metaraminol,ADRA1A,BRD-K96253961-046-05-6
metaraminol,ADRA1A,BRD-K96253961-046-03-1
metatinib,ABL1,BRD-K27182532-001-02-3
metatinib,BCR,BRD-K27182532-001-02-3
metazosin,ADRA1A,BRD-A78277353-001-01-9
metenkephalin,OPRD1,BRD-A38218502-001-01-2
metergoline,HTR1A,BRD-K56699285-001-24-3
metergoline,HTR1A,BRD-A72309220-001-04-1
metergoline,HTR1A,BRD-K56699285-001-23-5
metergoline,HTR1B,BRD-K56699285-001-24-3
metergoline,HTR1B,BRD-A72309220-001-04-1
metergoline,HTR1B,BRD-K56699285-001-23-5
metergoline,HTR1D,BRD-K56699285-001-24-3
metergoline,HTR1D,BRD-A72309220-001-04-1
metergoline,HTR1D,BRD-K56699285-001-23-5
metergoline,HTR1E,BRD-K56699285-001-24-3
metergoline,HTR1E,BRD-A72309220-001-04-1
metergoline,HTR1E,BRD-K56699285-001-23-5
metergoline,HTR1F,BRD-K56699285-001-24-3
metergoline,HTR1F,BRD-A72309220-001-04-1
metergoline,HTR1F,BRD-K56699285-001-23-5
metergoline,HTR2A,BRD-K56699285-001-24-3
metergoline,HTR2A,BRD-A72309220-001-04-1
metergoline,HTR2A,BRD-K56699285-001-23-5
metergoline,HTR2B,BRD-K56699285-001-24-3
metergoline,HTR2B,BRD-A72309220-001-04-1
metergoline,HTR2B,BRD-K56699285-001-23-5
metergoline,HTR2C,BRD-K56699285-001-24-3
metergoline,HTR2C,BRD-A72309220-001-04-1
metergoline,HTR2C,BRD-K56699285-001-23-5
metergoline,HTR5A,BRD-K56699285-001-24-3
metergoline,HTR5A,BRD-A72309220-001-04-1
metergoline,HTR5A,BRD-K56699285-001-23-5
metergoline,HTR6,BRD-K56699285-001-24-3
metergoline,HTR6,BRD-A72309220-001-04-1
metergoline,HTR6,BRD-K56699285-001-23-5
metergoline,HTR7,BRD-K56699285-001-24-3
metergoline,HTR7,BRD-A72309220-001-04-1
metergoline,HTR7,BRD-K56699285-001-23-5
metformin,ACACB,BRD-K79602928-003-18-1
metformin,ACACB,BRD-K79602928-003-19-9
metformin,ACACB,BRD-K79602928-003-21-5
metformin,PRKAB1,BRD-K79602928-003-18-1
metformin,PRKAB1,BRD-K79602928-003-19-9
metformin,PRKAB1,BRD-K79602928-003-21-5
methacholine,CHRM2,BRD-A18056626-003-22-3
methacholine,CHRM3,BRD-A18056626-003-22-3
methacholine,CHRM4,BRD-A18056626-003-22-3
methanesulfonyl-fluoride,ACHE,BRD-K53896891-001-01-2
methantheline,CHRM1,BRD-K09859624-004-10-4
methantheline,HRH2,BRD-K09859624-004-10-4
methapyrilene,HRH1,BRD-K47323024-003-25-1
methapyrilene,HRH1,BRD-K47323024-003-24-4
metharbital,CHRNA4,BRD-K88143662-001-01-5
metharbital,CHRNA7,BRD-K88143662-001-01-5
metharbital,GABRA1,BRD-K88143662-001-01-5
metharbital,GABRA2,BRD-K88143662-001-01-5
metharbital,GABRA3,BRD-K88143662-001-01-5
metharbital,GABRA4,BRD-K88143662-001-01-5
metharbital,GABRA5,BRD-K88143662-001-01-5
metharbital,GABRA6,BRD-K88143662-001-01-5
metharbital,GABRB1,BRD-K88143662-001-01-5
metharbital,GABRB2,BRD-K88143662-001-01-5
metharbital,GABRB3,BRD-K88143662-001-01-5
metharbital,GABRD,BRD-K88143662-001-01-5
metharbital,GABRE,BRD-K88143662-001-01-5
metharbital,GABRG1,BRD-K88143662-001-01-5
metharbital,GABRG2,BRD-K88143662-001-01-5
metharbital,GABRG3,BRD-K88143662-001-01-5
metharbital,GABRP,BRD-K88143662-001-01-5
metharbital,GABRQ,BRD-K88143662-001-01-5
metharbital,GRIA2,BRD-K88143662-001-01-5
metharbital,GRIK2,BRD-K88143662-001-01-5
methazolamide,CA1,BRD-K13356952-001-26-9
methazolamide,CA1,BRD-K13356952-001-25-1
methazolamide,CA1,BRD-K13356952-001-27-7
methazolamide,CA12,BRD-K13356952-001-26-9
methazolamide,CA12,BRD-K13356952-001-25-1
methazolamide,CA12,BRD-K13356952-001-27-7
methazolamide,CA14,BRD-K13356952-001-26-9
methazolamide,CA14,BRD-K13356952-001-25-1
methazolamide,CA14,BRD-K13356952-001-27-7
methazolamide,CA2,BRD-K13356952-001-26-9
methazolamide,CA2,BRD-K13356952-001-25-1
methazolamide,CA2,BRD-K13356952-001-27-7
methazolamide,CA4,BRD-K13356952-001-26-9
methazolamide,CA4,BRD-K13356952-001-25-1
methazolamide,CA4,BRD-K13356952-001-27-7
methazolamide,CA7,BRD-K13356952-001-26-9
methazolamide,CA7,BRD-K13356952-001-25-1
methazolamide,CA7,BRD-K13356952-001-27-7
methimazole,TPO,BRD-K54416256-001-18-1
methimazole,TPO,BRD-K54416256-001-19-9
methionine,BHMT,BRD-A39515206-001-01-9
methionine,BHMT2,BRD-A39515206-001-01-9
methionine,METAP2,BRD-A39515206-001-01-9
methionine,MTR,BRD-A39515206-001-01-9
methionine,MTRR,BRD-A39515206-001-01-9
methiopril,ACE,BRD-A32172948-001-07-6
methocarbamol,CA1,BRD-A31521121-001-25-6
methocarbamol,CA1,BRD-A31521121-001-26-4
methotrexate,DHFR,BRD-K59456551-001-22-6
methotrexate,DHFR,BRD-K59456551-001-19-2
methotrexate,DHFR,BRD-K59456551-001-20-0
methotrexate,DHFR,BRD-A55424491-001-19-9
methoxamine,ADRA1A,BRD-A39189014-003-21-9
methoxamine,ADRA1A,BRD-A39189014-003-22-7
methoxamine,ADRA1B,BRD-A39189014-003-21-9
methoxamine,ADRA1B,BRD-A39189014-003-22-7
methoxamine,ADRA1D,BRD-A39189014-003-21-9
methoxamine,ADRA1D,BRD-A39189014-003-22-7
methoxsalen,CYP1A1,BRD-K63430059-001-16-4
methoxsalen,CYP1A1,BRD-K63430059-001-17-2
methoxsalen,CYP1A2,BRD-K63430059-001-16-4
methoxsalen,CYP1A2,BRD-K63430059-001-17-2
methoxsalen,CYP2A13,BRD-K63430059-001-16-4
methoxsalen,CYP2A13,BRD-K63430059-001-17-2
methoxsalen,CYP2A6,BRD-K63430059-001-16-4
methoxsalen,CYP2A6,BRD-K63430059-001-17-2
methoxsalen,CYP3A4,BRD-K63430059-001-16-4
methoxsalen,CYP3A4,BRD-K63430059-001-17-2
methoxyamine,APEX1,BRD-K79277568-003-04-7
methoxyflurane,ATP2C1,BRD-K06152156-001-02-6
methoxyflurane,ATP2C1,BRD-K06152156-001-01-8
methoxyflurane,ATP5D,BRD-K06152156-001-02-6
methoxyflurane,ATP5D,BRD-K06152156-001-01-8
methoxyflurane,GABRA1,BRD-K06152156-001-02-6
methoxyflurane,GABRA1,BRD-K06152156-001-01-8
methoxyflurane,GABRA2,BRD-K06152156-001-02-6
methoxyflurane,GABRA2,BRD-K06152156-001-01-8
methoxyflurane,GABRA3,BRD-K06152156-001-02-6
methoxyflurane,GABRA3,BRD-K06152156-001-01-8
methoxyflurane,GABRA4,BRD-K06152156-001-02-6
methoxyflurane,GABRA4,BRD-K06152156-001-01-8
methoxyflurane,GABRA5,BRD-K06152156-001-02-6
methoxyflurane,GABRA5,BRD-K06152156-001-01-8
methoxyflurane,GABRA6,BRD-K06152156-001-02-6
methoxyflurane,GABRA6,BRD-K06152156-001-01-8
methoxyflurane,GABRB1,BRD-K06152156-001-02-6
methoxyflurane,GABRB1,BRD-K06152156-001-01-8
methoxyflurane,GABRB2,BRD-K06152156-001-02-6
methoxyflurane,GABRB2,BRD-K06152156-001-01-8
methoxyflurane,GABRB3,BRD-K06152156-001-02-6
methoxyflurane,GABRB3,BRD-K06152156-001-01-8
methoxyflurane,GABRD,BRD-K06152156-001-02-6
methoxyflurane,GABRD,BRD-K06152156-001-01-8
methoxyflurane,GABRE,BRD-K06152156-001-02-6
methoxyflurane,GABRE,BRD-K06152156-001-01-8
methoxyflurane,GABRG1,BRD-K06152156-001-02-6
methoxyflurane,GABRG1,BRD-K06152156-001-01-8
methoxyflurane,GABRG2,BRD-K06152156-001-02-6
methoxyflurane,GABRG2,BRD-K06152156-001-01-8
methoxyflurane,GABRG3,BRD-K06152156-001-02-6
methoxyflurane,GABRG3,BRD-K06152156-001-01-8
methoxyflurane,GABRP,BRD-K06152156-001-02-6
methoxyflurane,GABRP,BRD-K06152156-001-01-8
methoxyflurane,GABRQ,BRD-K06152156-001-02-6
methoxyflurane,GABRQ,BRD-K06152156-001-01-8
methoxyflurane,GLRA1,BRD-K06152156-001-02-6
methoxyflurane,GLRA1,BRD-K06152156-001-01-8
methoxyflurane,GLRB,BRD-K06152156-001-02-6
methoxyflurane,GLRB,BRD-K06152156-001-01-8
methoxyflurane,GRIA1,BRD-K06152156-001-02-6
methoxyflurane,GRIA1,BRD-K06152156-001-01-8
methoxyflurane,KCNA1,BRD-K06152156-001-02-6
methoxyflurane,KCNA1,BRD-K06152156-001-01-8
methoxyflurane,MT-ND1,BRD-K06152156-001-02-6
methoxyflurane,MT-ND1,BRD-K06152156-001-01-8
methscopolamine,CHRM1,BRD-K48619321-004-16-8
methscopolamine,CHRM1,BRD-A03932035-004-04-3
methscopolamine,CHRM1,BRD-K48619321-004-17-6
methscopolamine,CHRM2,BRD-K48619321-004-16-8
methscopolamine,CHRM2,BRD-A03932035-004-04-3
methscopolamine,CHRM2,BRD-K48619321-004-17-6
methscopolamine,CHRM3,BRD-K48619321-004-16-8
methscopolamine,CHRM3,BRD-A03932035-004-04-3
methscopolamine,CHRM3,BRD-K48619321-004-17-6
methsuximide,CACNA1G,BRD-A57592049-001-01-6
methsuximide,CACNA1H,BRD-A57592049-001-01-6
methsuximide,CACNA1I,BRD-A57592049-001-01-6
methyclothiazide,CA1,BRD-A95340155-001-09-7
methyclothiazide,CA2,BRD-A95340155-001-09-7
methyclothiazide,CA4,BRD-A95340155-001-09-7
methyclothiazide,SLC12A1,BRD-A95340155-001-09-7
methyclothiazide,SLC12A3,BRD-A95340155-001-09-7
methyl-aminolevulinate,FCGR1A,BRD-K01292611-003-17-8
methyl-aminolevulinate,FECH,BRD-K01292611-003-17-8
methylatropine-nitrate,CHRM1,BRD-A52460047-001-01-3
methyldopa,ADRA2A,BRD-K48578705-001-17-6
methyldopa,ADRA2A,BRD-K48578705-001-14-3
methyldopa,ADRA2A,BRD-K48578705-001-15-0
methyldopa,ADRA2A,BRD-K48578705-001-16-8
methyldopa,ADRA2B,BRD-K48578705-001-17-6
methyldopa,ADRA2B,BRD-K48578705-001-14-3
methyldopa,ADRA2B,BRD-K48578705-001-15-0
methyldopa,ADRA2B,BRD-K48578705-001-16-8
methyldopa,ADRA2C,BRD-K48578705-001-17-6
methyldopa,ADRA2C,BRD-K48578705-001-14-3
methyldopa,ADRA2C,BRD-K48578705-001-15-0
methyldopa,ADRA2C,BRD-K48578705-001-16-8
methyldopa,DDC,BRD-K48578705-001-17-6
methyldopa,DDC,BRD-K48578705-001-14-3
methyldopa,DDC,BRD-K48578705-001-15-0
methyldopa,DDC,BRD-K48578705-001-16-8
methylene-blue,ACHE,BRD-K16406336-311-02-0
methylene-blue,ACHE,BRD-K54770538-003-14-6
methylergometrine,DRD1,BRD-K34685430-050-11-7
methylergometrine,DRD1,BRD-K34685430-050-12-5
methylergometrine,HTR1E,BRD-K34685430-050-11-7
methylergometrine,HTR1E,BRD-K34685430-050-12-5
methylergometrine,HTR1F,BRD-K34685430-050-11-7
methylergometrine,HTR1F,BRD-K34685430-050-12-5
methylergometrine,HTR2A,BRD-K34685430-050-11-7
methylergometrine,HTR2A,BRD-K34685430-050-12-5
methylergometrine,HTR2B,BRD-K34685430-050-11-7
methylergometrine,HTR2B,BRD-K34685430-050-12-5
methylergometrine,HTR2C,BRD-K34685430-050-11-7
methylergometrine,HTR2C,BRD-K34685430-050-12-5
methyllycaconitine,CHRNA7,BRD-K43192255-048-02-8
methyllycaconitine,CHRNA7,BRD-K43192255-048-01-0
methyllycaconitine,CHRNA7,BRD-K43192255-048-03-6
methylnaltrexone,OPRD1,BRD-K33732501-004-01-0
methylnaltrexone,OPRK1,BRD-K33732501-004-01-0
methylnaltrexone,OPRM1,BRD-K33732501-004-01-0
methylphenidate,SLC6A2,BRD-A19585813-003-03-3
methylphenidate,SLC6A3,BRD-A19585813-003-03-3
methylphenidate,SLC6A4,BRD-A19585813-003-03-3
methylprednisolone,NR3C1,BRD-K35240538-001-24-7
methylprednisolone,NR3C1,BRD-K35240538-001-25-4
methylprednisolone,NR3C1,BRD-K35240538-001-26-2
methylprednisolone-aceponate,NR3C1,BRD-K24452555-001-01-7
methysergide,HTR1A,BRD-K35941380-050-27-9
methysergide,HTR1B,BRD-K35941380-050-27-9
methysergide,HTR1D,BRD-K35941380-050-27-9
methysergide,HTR1E,BRD-K35941380-050-27-9
methysergide,HTR1F,BRD-K35941380-050-27-9
methysergide,HTR2A,BRD-K35941380-050-27-9
methysergide,HTR2B,BRD-K35941380-050-27-9
methysergide,HTR2C,BRD-K35941380-050-27-9
methysergide,HTR5A,BRD-K35941380-050-27-9
methysergide,HTR6,BRD-K35941380-050-27-9
methysergide,HTR7,BRD-K35941380-050-27-9
metipranolol,ADRB1,BRD-A99388803-001-01-5
metipranolol,ADRB2,BRD-A99388803-001-01-5
metirosine,TH,BRD-K83766205-001-03-8
metitepine,HTR1A,BRD-A07932845-050-16-6
metitepine,HTR1A,BRD-A07932845-066-11-3
metitepine,HTR1A,BRD-A07932845-050-15-8
metitepine,HTR1B,BRD-A07932845-050-16-6
metitepine,HTR1B,BRD-A07932845-066-11-3
metitepine,HTR1B,BRD-A07932845-050-15-8
metitepine,HTR1D,BRD-A07932845-050-16-6
metitepine,HTR1D,BRD-A07932845-066-11-3
metitepine,HTR1D,BRD-A07932845-050-15-8
metitepine,HTR1E,BRD-A07932845-050-16-6
metitepine,HTR1E,BRD-A07932845-066-11-3
metitepine,HTR1E,BRD-A07932845-050-15-8
metitepine,HTR1F,BRD-A07932845-050-16-6
metitepine,HTR1F,BRD-A07932845-066-11-3
metitepine,HTR1F,BRD-A07932845-050-15-8
metitepine,HTR2A,BRD-A07932845-050-16-6
metitepine,HTR2A,BRD-A07932845-066-11-3
metitepine,HTR2A,BRD-A07932845-050-15-8
metitepine,HTR2B,BRD-A07932845-050-16-6
metitepine,HTR2B,BRD-A07932845-066-11-3
metitepine,HTR2B,BRD-A07932845-050-15-8
metitepine,HTR2C,BRD-A07932845-050-16-6
metitepine,HTR2C,BRD-A07932845-066-11-3
metitepine,HTR2C,BRD-A07932845-050-15-8
metitepine,HTR5A,BRD-A07932845-050-16-6
metitepine,HTR5A,BRD-A07932845-066-11-3
metitepine,HTR5A,BRD-A07932845-050-15-8
metitepine,HTR6,BRD-A07932845-050-16-6
metitepine,HTR6,BRD-A07932845-066-11-3
metitepine,HTR6,BRD-A07932845-050-15-8
metitepine,HTR7,BRD-A07932845-050-16-6
metitepine,HTR7,BRD-A07932845-066-11-3
metitepine,HTR7,BRD-A07932845-050-15-8
metixene,CHRM1,BRD-A33711280-003-03-1
metixene,CHRM2,BRD-A33711280-003-03-1
metixene,CHRM3,BRD-A33711280-003-03-1
metixene,CHRM4,BRD-A33711280-003-03-1
metixene,CHRM5,BRD-A33711280-003-03-1
metoclopramide,CHRM1,BRD-K75641298-003-25-0
metoclopramide,DRD2,BRD-K75641298-003-25-0
metoclopramide,HTR3A,BRD-K75641298-003-25-0
metoclopramide,HTR3B,BRD-K75641298-003-25-0
