pert_iname_compound,gene,y_prob,classifier,formulation,features,gene_rank,gene_pct,compound_rank,compound_pct,gene_compound_global_rank,gene_compound_global_pct,gene_compound_local_pct,n_connected_genes_train,connected_genes_train,n_connected_compounds_train,connected_compounds_train,any_connected_train,which_connected_train
procaine,HTR3A,0,cosine5nn,gene,gene,31,0.96875,267,0.8841059602649006,5886,0.6090645695364238,0.9264279801324503,2,KCNMA1|KCNN1,0,,TRUE,gene
procaine,KCNN4,0,cosine5nn,gene,gene,32,1,267,0.8841059602649006,6174,0.6388658940397351,0.9420529801324503,2,KCNMA1|KCNN1,0,,TRUE,gene
purvalanol-a,CDK4,0,cosine5nn,gene,gene,32,1,267,0.8841059602649006,3020,0.3125,0.9420529801324503,1,CDK2,0,,TRUE,gene
quinine,KCNN4,0,cosine5nn,gene,gene,32,1,272,0.9006622516556292,6179,0.6393832781456954,0.9503311258278146,0,,0,,FALSE,neither
regorafenib,ABL1,0,cosine5nn,gene,gene,32,1,274,0.9072847682119205,706,0.07305463576158941,0.9536423841059603,3,BRAF|KDR|RET,0,,TRUE,gene
rifamycin,SLCO2B1,0,cosine5nn,gene,gene,32,1,275,0.9105960264900662,8766,0.9070778145695364,0.955298013245033,0,,0,,FALSE,neither
riociguat,GUCY1B1,0,cosine5nn,gene,gene,32,1,277,0.9172185430463576,4753,0.4918253311258278,0.9586092715231789,0,,0,,FALSE,neither
ryuvidine,CDK4,0,cosine5nn,gene,gene,32,1,277,0.9172185430463576,3030,0.31353476821192056,0.9586092715231789,1,CDK2,0,,TRUE,gene
sorbinil,AKR1B1,0,cosine5nn,gene,gene,32,1,284,0.9403973509933775,1587,0.16421771523178808,0.9701986754966887,0,,0,,FALSE,neither
sulfasalazine,PLA2G1B,0,cosine5nn,gene,gene,31,0.96875,287,0.9503311258278145,7633,0.7898385761589404,0.9595405629139073,1,SLC7A11,0,,TRUE,gene
sulfasalazine,TBXAS1,0,cosine5nn,gene,gene,32,1,287,0.9503311258278145,9066,0.9381208609271523,0.9751655629139073,1,SLC7A11,0,,TRUE,gene
tranilast,HPGDS,0,cosine5nn,gene,gene,32,1,294,0.9735099337748344,5345,0.5530836092715232,0.9867549668874172,0,,0,,FALSE,neither
triamterene,SCNN1G,0,cosine5nn,gene,gene,32,1,296,0.9801324503311258,8506,0.8801738410596026,0.990066225165563,0,,0,,FALSE,neither
1-EBIO,KCNN4,0.4796280205230056,cosineavg,gene,gene,3,0.09375,299,0.9900662251655629,5880,0.6084437086092715,0.5419081125827814,1,KCNN1,0,,TRUE,gene
"2,5-furandimethanol",HBB,0.5020190480870022,cosineavg,gene,gene,13,0.40625,120,0.3973509933774834,4738,0.490273178807947,0.40180049668874174,0,,0,,FALSE,neither
4-methylhistamine,HRH4,0.42919983294025155,cosineavg,gene,gene,24,0.75,142,0.47019867549668876,7387,0.7643832781456954,0.6100993377483444,0,,0,,FALSE,neither
A-987306,HTR3A,0.5834684029171685,cosineavg,gene,gene,3,0.09375,72,0.23841059602649006,1952,0.20198675496688742,0.16608029801324503,2,AVPR1A|CCR1,0,,TRUE,gene
AC-710,FLT3,0.5316062562065541,cosineavg,gene,gene,14,0.4375,91,0.30132450331125826,3393,0.3510968543046358,0.36941225165562913,1,CSF1R,0,,TRUE,gene
AZ191,DYRK1B,0.5388573604559749,cosineavg,gene,gene,10,0.3125,85,0.2814569536423841,3121,0.32295115894039733,0.29697847682119205,0,,0,,FALSE,neither
BAN-ORL-24,OPRL1,0.633409902384696,cosineavg,gene,gene,7,0.21875,10,0.033112582781456956,1137,0.11765314569536424,0.12593129139072848,0,,0,,FALSE,neither
BMS-536924,MET,0.5085614848016798,cosineavg,gene,gene,21,0.65625,226,0.7483443708609272,4260,0.4408112582781457,0.7022971854304636,7,AKT1|CDK2|CYP3A4|ERBB2|IGF1R|KDR|LCK,0,,TRUE,gene
BQ-788,EDNRB,0.4183642885220126,cosineavg,gene,gene,32,1,152,0.5033112582781457,8291,0.8579263245033113,0.7516556291390728,0,,0,,FALSE,neither
CC-401,MAPK8,0.4261448506289308,cosineavg,gene,gene,27,0.84375,153,0.5066225165562914,7730,0.7998758278145696,0.6751862582781457,0,,0,,FALSE,neither
CVT-10216,ALDH2,0.4241495512316562,cosineavg,gene,gene,29,0.90625,156,0.5165562913907285,7945,0.8221233443708609,0.7114031456953642,0,,0,,FALSE,neither
EI1,EZH2,0.5178618808962264,cosineavg,gene,gene,11,0.34375,133,0.44039735099337746,3801,0.39331539735099336,0.3920736754966887,0,,0,,FALSE,neither
FK-866,NAMPT,0.4594323244234801,cosineavg,gene,gene,17,0.53125,154,0.5099337748344371,6388,0.6610099337748344,0.5205918874172186,0,,0,,FALSE,neither
FPS-ZM1,AGER,0.4348958333333333,cosineavg,gene,gene,23,0.71875,160,0.5298013245033113,7250,0.7502069536423841,0.6242756622516556,0,,0,,FALSE,neither
GNF-5,ABL1,0.6470428786687631,cosineavg,gene,gene,6,0.1875,23,0.076158940397351,879,0.09095612582781457,0.1318294701986755,0,,0,,FALSE,neither
IRL-2500,EDNRB,0.4183642885220126,cosineavg,gene,gene,32,1,167,0.5529801324503312,8306,0.859478476821192,0.7764900662251656,0,,0,,FALSE,neither
KG-5,FLT3,0.46840863952333667,cosineavg,gene,gene,16,0.5,130,0.4304635761589404,6051,0.6261382450331126,0.4652317880794702,1,BRAF,0,,TRUE,gene
LDN-212854,ABL1,0.6470428786687631,cosineavg,gene,gene,6,0.1875,31,0.10264900662251655,887,0.091783940397351,0.14507450331125826,0,,0,,FALSE,neither
MCOPPB,OPRL1,0.633409902384696,cosineavg,gene,gene,7,0.21875,35,0.11589403973509933,1162,0.12024006622516556,0.16732201986754966,0,,0,,FALSE,neither
N-alpha-Methylhistamine-dihydrochloride,HRH4,0.42919983294025155,cosineavg,gene,gene,24,0.75,176,0.5827814569536424,7421,0.7679014900662252,0.6663907284768211,0,,0,,FALSE,neither
NQDI-1,CASP3,0.425,cosineavg,gene,gene,28,0.875,177,0.5860927152317881,7861,0.8134312913907285,0.730546357615894,0,,0,,FALSE,neither
NS-309,KCNN4,0.4796280205230056,cosineavg,gene,gene,3,0.09375,300,0.9933774834437086,5881,0.6085471854304636,0.5435637417218543,1,KCNN1,0,,TRUE,gene
NSC-625987,CDK4,0.5521110559417411,cosineavg,gene,gene,19,0.59375,10,0.033112582781456956,2618,0.2709023178807947,0.31343129139072845,1,CDK2,0,,TRUE,gene
PD-98059,MAPK8,0.4830445036915504,cosineavg,gene,gene,22,0.6875,120,0.3973509933774834,5824,0.6026490066225165,0.5424254966887417,4,AKT1|BRAF|LCK|MAPK14,0,,TRUE,gene
PETCM,CASP3,0.425,cosineavg,gene,gene,28,0.875,179,0.5927152317880795,7863,0.8136382450331126,0.7338576158940397,0,,0,,FALSE,neither
PF-04217903,MET,0.5524158149895179,cosineavg,gene,gene,8,0.25,44,0.1456953642384106,2549,0.26376241721854304,0.19784768211920528,0,,0,,FALSE,neither
PHA-793887,CDK4,0.5430606275782782,cosineavg,gene,gene,24,0.75,131,0.4337748344370861,2989,0.30929221854304634,0.5918874172185431,3,CDK2|CDK7|CDK9,0,,TRUE,gene
PP-121,ABL1,0.4661378682555445,cosineavg,gene,gene,7,0.21875,277,0.9172185430463576,6174,0.6388658940397351,0.5679842715231789,1,KDR,0,,TRUE,gene
PP-2,ABL1,0.5183468821089254,cosineavg,gene,gene,1,0.03125,112,0.3708609271523179,3774,0.39052152317880795,0.20105546357615894,2,LCK|LYN,0,,TRUE,gene
RGB-286638,CDK4,0.5430606275782782,cosineavg,gene,gene,24,0.75,132,0.4370860927152318,2990,0.3093956953642384,0.5935430463576159,3,CDK2|CDK7|CDK9,0,,TRUE,gene
RGB-286638,FLT3,0.5915677622235748,cosineavg,gene,gene,18,0.5625,51,0.16887417218543047,1829,0.1892591059602649,0.3656870860927152,3,CDK2|CDK7|CDK9,0,,TRUE,gene
SB-202190,MAPK8,0.4983854060999527,cosineavg,gene,gene,14,0.4375,114,0.37748344370860926,5126,0.5304221854304636,0.4074917218543046,3,AKT1|LCK|MAPK14,0,,TRUE,gene
SB-203580,MAPK8,0.5216742691270992,cosineavg,gene,gene,6,0.1875,102,0.33774834437086093,3657,0.37841473509933776,0.26262417218543044,5,AKT1|CYP3A4|LCK|MAPK14|TNF,0,,TRUE,gene
SGX523,MET,0.5524158149895179,cosineavg,gene,gene,8,0.25,48,0.15894039735099338,2553,0.26417632450331124,0.2044701986754967,0,,0,,FALSE,neither
SU3327,MAPK8,0.4261448506289308,cosineavg,gene,gene,27,0.84375,185,0.6125827814569537,7762,0.8031870860927153,0.7281663907284768,0,,0,,FALSE,neither
TC-S-7004,DYRK1B,0.5388573604559749,cosineavg,gene,gene,10,0.3125,125,0.4139072847682119,3161,0.32709023178807944,0.36320364238410596,0,,0,,FALSE,neither
TFC-007,HPGDS,0.42813892164570233,cosineavg,gene,gene,25,0.78125,185,0.6125827814569537,7544,0.7806291390728477,0.6969163907284768,0,,0,,FALSE,neither
TG-003,DYRK1B,0.5346089870903674,cosineavg,gene,gene,1,0.03125,192,0.6357615894039735,3328,0.3443708609271523,0.33350579470198677,1,CLK1,0,,TRUE,gene
TG-02,FLT3,0.5915677622235748,cosineavg,gene,gene,18,0.5625,52,0.17218543046357615,1830,0.18936258278145696,0.3673427152317881,3,CDK2|CDK7|CDK9,0,,TRUE,gene
UNC1999,EZH2,0.5178618808962264,cosineavg,gene,gene,11,0.34375,163,0.5397350993377483,3831,0.39641970198675497,0.44174254966887416,0,,0,,FALSE,neither
UNC2025,FLT3,0.45671924135220127,cosineavg,gene,gene,19,0.59375,186,0.6158940397350994,6656,0.6887417218543046,0.6048220198675497,0,,0,,FALSE,neither
YC-1,GUCY1B1,0.28335360807679577,cosineavg,gene,gene,19,0.59375,288,0.9536423841059603,9302,0.9625413907284768,0.7736961920529801,1,HIF1A,0,,TRUE,gene
afimoxifene,PLD1,0.47981173452499176,cosineavg,gene,gene,21,0.65625,124,0.4105960264900662,5874,0.6078228476821192,0.533423013245033,1,PRKCE,0,,TRUE,gene
alda-1,ALDH2,0.4241495512316562,cosineavg,gene,gene,29,0.90625,192,0.6357615894039735,7981,0.8258485099337748,0.7710057947019868,0,,0,,FALSE,neither
alrestatin,AKR1B1,0.42100080254192873,cosineavg,gene,gene,31,0.96875,194,0.6423841059602649,8210,0.8495447019867549,0.8055670529801324,0,,0,,FALSE,neither
amiloride,SCNN1G,0.731456777384696,cosineavg,gene,gene,2,0.0625,56,0.18543046357615894,157,0.016245860927152318,0.12396523178807947,0,,0,,FALSE,neither
arcyriaflavin-a,CDK4,0.4653980470043032,cosineavg,gene,gene,9,0.28125,261,0.8642384105960265,6189,0.6404180463576159,0.5727442052980132,1,CCND1,0,,TRUE,gene
aripiprazole,HTR3A,0.5996867891074535,cosineavg,gene,gene,3,0.09375,56,0.18543046357615894,1693,0.17518625827814568,0.13959023178807947,2,ADRA2B|HTR2C,0,,TRUE,gene
azeliragon,AGER,0.4348958333333333,cosineavg,gene,gene,23,0.71875,196,0.6490066225165563,7286,0.753932119205298,0.6838783112582781,0,,0,,FALSE,neither
benzamil,SCNN1G,0.731456777384696,cosineavg,gene,gene,2,0.0625,60,0.1986754966887417,161,0.016659768211920528,0.13058774834437087,0,,0,,FALSE,neither
bepridil,TNNC1,0.4400357868186583,cosineavg,gene,gene,21,0.65625,199,0.6589403973509934,7040,0.7284768211920529,0.6575951986754967,0,,0,,FALSE,neither
brinzolamide,CA5A,0.6498022307389937,cosineavg,gene,gene,5,0.15625,62,0.2052980132450331,773,0.07998758278145696,0.18077400662251655,0,,0,,FALSE,neither
cediranib,FLT3,0.4199994981934966,cosineavg,gene,gene,24,0.75,248,0.8211920529801324,8263,0.8550289735099338,0.7855960264900662,2,CSF1R|KDR,0,,TRUE,gene
ceritinib,FLT3,0.6456082423038729,cosineavg,gene,gene,4,0.125,11,0.03642384105960265,969,0.10026903973509933,0.08071192052980132,1,IGF1R,0,,TRUE,gene
citric-acid,AKR1B1,0.42100080254192873,cosineavg,gene,gene,31,0.96875,205,0.6788079470198676,8221,0.8506829470198676,0.8237789735099338,0,,0,,FALSE,neither
desonide,PLA2G1B,0.4680670204402515,cosineavg,gene,gene,15,0.46875,203,0.6721854304635762,6122,0.6334850993377483,0.5704677152317881,0,,0,,FALSE,neither
diltiazem,HTR3A,0.25653219132737504,cosineavg,gene,gene,24,0.75,291,0.9635761589403974,9431,0.9758899006622517,0.8567880794701987,1,CACNG1,0,,TRUE,gene
efaproxiral,HBB,0.5020190480870022,cosineavg,gene,gene,13,0.40625,188,0.6225165562913907,4806,0.49730960264900664,0.5143832781456954,0,,0,,FALSE,neither
enflurane,KCNN4,0.5036200761337305,cosineavg,gene,gene,8,0.25,129,0.4271523178807947,4604,0.4764072847682119,0.3385761589403974,1,GABRB2,0,,TRUE,gene
epoprostenol,PTGIS,0.3999431285962799,cosineavg,gene,gene,14,0.4375,270,0.8940397350993378,8529,0.8825538079470199,0.6657698675496688,2,P2RY12|PTGIR,0,,TRUE,gene
ethoxzolamide,CA5A,0.6498022307389937,cosineavg,gene,gene,5,0.15625,70,0.23178807947019867,781,0.08081539735099338,0.19401903973509932,0,,0,,FALSE,neither
felodipine,TNNC1,0.4400357868186583,cosineavg,gene,gene,21,0.65625,209,0.6920529801324503,7050,0.7295115894039735,0.6741514900662251,0,,0,,FALSE,neither
flindokalner,KCNN4,0.4979781379633347,cosineavg,gene,gene,32,1,237,0.7847682119205298,5158,0.5337334437086093,0.8923841059602649,2,KCNMA1|KCNQ2,0,,TRUE,gene
fludarabine,ADA,0.4211932488207547,cosineavg,gene,gene,30,0.9375,212,0.7019867549668874,8124,0.8406456953642384,0.8197433774834437,0,,0,,FALSE,neither
gabapentin-enacarbil,CACNB4,0.5092938746152817,cosineavg,gene,gene,2,0.0625,143,0.4735099337748344,4229,0.43760347682119205,0.2680049668874172,2,CACNA2D3|CACNG1,0,,TRUE,gene
glyburide,SLCO2B1,0.4958275405494869,cosineavg,gene,gene,31,0.96875,264,0.8741721854304636,5375,0.5561879139072847,0.9214610927152318,1,KCNJ1,0,,TRUE,gene
guanidine,ALDH2,0.4241495512316562,cosineavg,gene,gene,29,0.90625,215,0.7119205298013245,8004,0.828228476821192,0.8090852649006622,0,,0,,FALSE,neither
halopemide,PLD1,0.4600239943658281,cosineavg,gene,gene,16,0.5,212,0.7019867549668874,6337,0.6557326158940397,0.6009933774834437,0,,0,,FALSE,neither
miconazole,KCNN4,0.49546096233177794,cosineavg,gene,gene,4,0.125,281,0.9304635761589404,5400,0.5587748344370861,0.5277317880794702,3,KCNH7|KCNMA1|KCNN1,0,,TRUE,gene
minocycline,CASP3,0.4752007226013649,cosineavg,gene,gene,23,0.71875,123,0.40728476821192056,5949,0.6155836092715232,0.5630173841059603,2,IL1B|VEGFA,0,,TRUE,gene
nicotine,TBXAS1,0.4367289865041929,cosineavg,gene,gene,22,0.6875,216,0.7152317880794702,7190,0.7439983443708609,0.7013658940397351,0,,0,,FALSE,neither
niflumic-acid,PLA2G1B,0.4680670204402515,cosineavg,gene,gene,15,0.46875,218,0.7218543046357616,6137,0.6350372516556292,0.5953021523178808,0,,0,,FALSE,neither
niflumic-acid,UGT1A9,0.45682938613731655,cosineavg,gene,gene,18,0.5625,215,0.7119205298013245,6583,0.6811879139072847,0.6372102649006622,0,,0,,FALSE,neither
nimodipine,CACNB4,0.6753640100890985,cosineavg,gene,gene,4,0.125,83,0.27483443708609273,392,0.04056291390728477,0.19991721854304637,0,,0,,FALSE,neither
olanzapine,HRH4,0.5437516906742409,cosineavg,gene,gene,11,0.34375,92,0.304635761589404,2967,0.3070157284768212,0.324192880794702,3,ADRA2B|GABRB2|HTR2C,0,,TRUE,gene
olanzapine,HTR3A,0.5505321397173193,cosineavg,gene,gene,4,0.125,94,0.31125827814569534,2764,0.2860099337748344,0.21812913907284767,3,ADRA2B|GABRB2|HTR2C,0,,TRUE,gene
ozagrel,TBXAS1,0.4367289865041929,cosineavg,gene,gene,22,0.6875,219,0.7251655629139073,7193,0.7443087748344371,0.7063327814569537,0,,0,,FALSE,neither
pentostatin,ADA,0.4211932488207547,cosineavg,gene,gene,30,0.9375,225,0.7450331125827815,8137,0.8419908940397351,0.8412665562913908,0,,0,,FALSE,neither
phenolphthalein,UGT1A9,0.45682938613731655,cosineavg,gene,gene,18,0.5625,219,0.7251655629139073,6587,0.6816018211920529,0.6438327814569537,0,,0,,FALSE,neither
phenylbutazone,PTGIS,0.4853314989517819,cosineavg,gene,gene,14,0.4375,214,0.7086092715231788,5777,0.5977855960264901,0.5730546357615893,0,,0,,FALSE,neither
picrotin,GLRA3,0.5050031937893081,cosineavg,gene,gene,12,0.375,210,0.695364238410596,4519,0.4676117549668874,0.535182119205298,0,,0,,FALSE,neither
picrotoxinin,GLRA3,0.5050031937893081,cosineavg,gene,gene,12,0.375,211,0.6986754966887417,4520,0.46771523178807944,0.5368377483443709,0,,0,,FALSE,neither
picrotoxinin,HTR3A,0.42786744955450734,cosineavg,gene,gene,26,0.8125,228,0.7549668874172185,7690,0.7957367549668874,0.7837334437086092,0,,0,,FALSE,neither
ponatinib,ABL1,0.5016210350013672,cosineavg,gene,gene,3,0.09375,242,0.8013245033112583,4866,0.5035182119205298,0.44753725165562913,4,KDR|LCK|LYN|RET,0,,TRUE,gene
ponatinib,FLT3,0.3954240155865464,cosineavg,gene,gene,23,0.71875,255,0.8443708609271523,8568,0.8865894039735099,0.7815604304635762,4,KDR|LCK|LYN|RET,0,,TRUE,gene
procaine,HTR3A,0.3957124816004282,cosineavg,gene,gene,21,0.65625,248,0.8211920529801324,8566,0.8863824503311258,0.7387210264900662,2,KCNMA1|KCNN1,0,,TRUE,gene
procaine,KCNN4,0.48910619898300545,cosineavg,gene,gene,3,0.09375,296,0.9801324503311258,5622,0.5817466887417219,0.536941225165563,2,KCNMA1|KCNN1,0,,TRUE,gene
purvalanol-a,CDK4,0.5521110559417411,cosineavg,gene,gene,19,0.59375,12,0.039735099337748346,2620,0.2711092715231788,0.31674254966887416,1,CDK2,0,,TRUE,gene
quinine,KCNN4,0.7059506846174004,cosineavg,gene,gene,3,0.09375,91,0.30132450331125826,293,0.030318708609271522,0.19753725165562913,0,,0,,FALSE,neither
regorafenib,ABL1,0.4912431527693244,cosineavg,gene,gene,9,0.28125,259,0.8576158940397351,5585,0.5779180463576159,0.5694329470198676,3,BRAF|KDR|RET,0,,TRUE,gene
rifamycin,SLCO2B1,0.738805359014675,cosineavg,gene,gene,1,0.03125,92,0.304635761589404,92,0.009519867549668874,0.167942880794702,0,,0,,FALSE,neither
riociguat,GUCY1B1,0.4509896652253669,cosineavg,gene,gene,20,0.625,229,0.7582781456953642,6877,0.7116100993377483,0.6916390728476821,0,,0,,FALSE,neither
ryuvidine,CDK4,0.5521110559417411,cosineavg,gene,gene,19,0.59375,13,0.04304635761589404,2621,0.27121274834437087,0.318398178807947,1,CDK2,0,,TRUE,gene
sorbinil,AKR1B1,0.42100080254192873,cosineavg,gene,gene,31,0.96875,234,0.7748344370860927,8250,0.8536837748344371,0.8717922185430463,0,,0,,FALSE,neither
sulfasalazine,PLA2G1B,0.2272045680238332,cosineavg,gene,gene,15,0.46875,300,0.9933774834437086,9528,0.9859271523178808,0.7310637417218543,1,SLC7A11,0,,TRUE,gene
sulfasalazine,TBXAS1,0.20288522012578616,cosineavg,gene,gene,21,0.65625,300,0.9933774834437086,9580,0.9913079470198676,0.8248137417218543,1,SLC7A11,0,,TRUE,gene
tranilast,HPGDS,0.42813892164570233,cosineavg,gene,gene,25,0.78125,235,0.7781456953642384,7594,0.7858029801324503,0.7796978476821192,0,,0,,FALSE,neither
triamterene,SCNN1G,0.731456777384696,cosineavg,gene,gene,2,0.0625,99,0.32781456953642385,200,0.020695364238410598,0.19515728476821192,0,,0,,FALSE,neither
1-EBIO,KCNN4,0.5624962303745079,cosine,gene,orf,30,0.9375,28,0.0915032679738562,8379,0.8556985294117647,0.514501633986928,1,KCNN1,0,,TRUE,gene
"2,5-furandimethanol",HBB,0.9893214241718492,cosine,gene,orf,20,0.625,119,0.3888888888888889,3990,0.4074754901960784,0.5069444444444444,0,,0,,FALSE,neither
4-methylhistamine,HRH4,0.995362137475836,cosine,gene,orf,6,0.1875,161,0.5261437908496732,2215,0.22620506535947713,0.3568218954248366,0,,0,,FALSE,neither
A-987306,HTR3A,0.997357292420733,cosine,gene,orf,7,0.21875,69,0.22549019607843138,981,0.10018382352941177,0.22212009803921567,2,AVPR1A|CCR1,0,,TRUE,gene
AC-710,FLT3,0.9948081259823104,cosine,gene,orf,9,0.28125,97,0.31699346405228757,2509,0.25622957516339867,0.2991217320261438,1,CSF1R,0,,TRUE,gene
AZ191,DYRK1B,0.951411295432623,cosine,gene,orf,19,0.59375,240,0.7843137254901961,6156,0.6286764705882353,0.689031862745098,0,,0,,FALSE,neither
BAN-ORL-24,OPRL1,0.02667890446633067,cosine,gene,orf,21,0.65625,306,1,9746,0.9953022875816994,0.828125,0,,0,,FALSE,neither
BMS-536924,MET,0.45437275516434905,cosine,gene,orf,21,0.65625,290,0.9477124183006536,8719,0.8904207516339869,0.8019812091503268,7,AKT1|CDK2|CYP3A4|ERBB2|IGF1R|KDR|LCK,0,,TRUE,gene
BQ-788,EDNRB,0.9930968254670636,cosine,gene,orf,1,0.03125,188,0.6143790849673203,3093,0.3158700980392157,0.32281454248366015,0,,0,,FALSE,neither
CC-401,MAPK8,0.9983435565211712,cosine,gene,orf,3,0.09375,18,0.058823529411764705,238,0.024305555555555556,0.07628676470588236,0,,0,,FALSE,neither
CVT-10216,ALDH2,0.981766480853318,cosine,gene,orf,3,0.09375,221,0.7222222222222222,4860,0.4963235294117647,0.4079861111111111,0,,0,,FALSE,neither
EI1,EZH2,0.9801591033747936,cosine,gene,orf,22,0.6875,200,0.6535947712418301,4962,0.5067401960784313,0.670547385620915,0,,0,,FALSE,neither
FK-866,NAMPT,0.9855600273236016,cosine,gene,orf,9,0.28125,205,0.6699346405228758,4489,0.45843545751633985,0.4755923202614379,0,,0,,FALSE,neither
FPS-ZM1,AGER,0.9976208118211626,cosine,gene,orf,3,0.09375,55,0.17973856209150327,798,0.08149509803921569,0.13674428104575165,0,,0,,FALSE,neither
GNF-5,ABL1,0.5880225420986918,cosine,gene,orf,29,0.90625,288,0.9411764705882353,8333,0.8510008169934641,0.9237132352941176,0,,0,,FALSE,neither
IRL-2500,EDNRB,0.9902426947149094,cosine,gene,orf,8,0.25,205,0.6699346405228758,3796,0.38766339869281047,0.4599673202614379,0,,0,,FALSE,neither
KG-5,FLT3,0.4920978229614213,cosine,gene,orf,3,0.09375,290,0.9477124183006536,8640,0.8823529411764706,0.5207312091503268,1,BRAF,0,,TRUE,gene
LDN-212854,ABL1,0.7269419374684438,cosine,gene,orf,25,0.78125,284,0.9281045751633987,8125,0.8297589869281046,0.8546772875816994,0,,0,,FALSE,neither
MCOPPB,OPRL1,0.6923050727937891,cosine,gene,orf,27,0.84375,279,0.9117647058823529,8221,0.839562908496732,0.8777573529411764,0,,0,,FALSE,neither
N-alpha-Methylhistamine-dihydrochloride,HRH4,0.9967550915078623,cosine,gene,orf,3,0.09375,119,0.3888888888888889,1366,0.1395016339869281,0.24131944444444445,0,,0,,FALSE,neither
NQDI-1,CASP3,0.9984582962394292,cosine,gene,orf,2,0.0625,22,0.0718954248366013,185,0.01889297385620915,0.06719771241830065,0,,0,,FALSE,neither
NS-309,KCNN4,0.5734799287965441,cosine,gene,orf,30,0.9375,5,0.016339869281045753,8343,0.8520220588235294,0.4769199346405229,1,KCNN1,0,,TRUE,gene
NSC-625987,CDK4,0.9629442556311796,cosine,gene,orf,18,0.5625,211,0.6895424836601307,5901,0.6026348039215687,0.6260212418300654,1,CDK2,0,,TRUE,gene
PD-98059,MAPK8,0.9972525055173944,cosine,gene,orf,4,0.125,108,0.35294117647058826,1049,0.1071282679738562,0.23897058823529413,4,AKT1|BRAF|LCK|MAPK14,0,,TRUE,gene
PETCM,CASP3,0.9981909458877108,cosine,gene,orf,3,0.09375,50,0.16339869281045752,341,0.03482434640522876,0.12857434640522875,0,,0,,FALSE,neither
PF-04217903,MET,0.9758945549620416,cosine,gene,orf,24,0.75,114,0.37254901960784315,5282,0.5394199346405228,0.5612745098039216,0,,0,,FALSE,neither
PHA-793887,CDK4,0.9630862997248756,cosine,gene,orf,25,0.78125,210,0.6862745098039216,5899,0.6024305555555556,0.7337622549019608,3,CDK2|CDK7|CDK9,0,,TRUE,gene
PP-121,ABL1,0.6434339117527804,cosine,gene,orf,1,0.03125,287,0.9379084967320261,8278,0.8453839869281046,0.48457924836601307,1,KDR,0,,TRUE,gene
PP-2,ABL1,0.9066968078452488,cosine,gene,orf,25,0.78125,4,0.013071895424836602,6590,0.672998366013072,0.3971609477124183,2,LCK|LYN,0,,TRUE,gene
RGB-286638,CDK4,0.9220837428650032,cosine,gene,orf,25,0.78125,248,0.8104575163398693,6489,0.6626838235294118,0.7958537581699346,3,CDK2|CDK7|CDK9,0,,TRUE,gene
RGB-286638,FLT3,0.959198531175663,cosine,gene,orf,12,0.375,245,0.8006535947712419,6002,0.6129493464052288,0.5878267973856209,3,CDK2|CDK7|CDK9,0,,TRUE,gene
SB-202190,MAPK8,0.9975881601646656,cosine,gene,orf,4,0.125,95,0.3104575163398693,818,0.0835375816993464,0.21772875816993464,3,AKT1|LCK|MAPK14,0,,TRUE,gene
SB-203580,MAPK8,0.9871630020616802,cosine,gene,orf,3,0.09375,211,0.6895424836601307,4284,0.4375,0.39164624183006536,5,AKT1|CYP3A4|LCK|MAPK14|TNF,0,,TRUE,gene
SGX523,MET,0.977136540988742,cosine,gene,orf,24,0.75,60,0.19607843137254902,5166,0.5275735294117647,0.4730392156862745,0,,0,,FALSE,neither
SU3327,MAPK8,0.803543885112218,cosine,gene,orf,12,0.375,278,0.9084967320261438,7712,0.7875816993464052,0.6417483660130718,0,,0,,FALSE,neither
TC-S-7004,DYRK1B,0.9629092562939536,cosine,gene,orf,21,0.65625,222,0.7254901960784313,5902,0.6027369281045751,0.6908700980392157,0,,0,,FALSE,neither
TFC-007,HPGDS,0.997197782473374,cosine,gene,orf,10,0.3125,76,0.24836601307189543,1095,0.11182598039215687,0.2804330065359477,0,,0,,FALSE,neither
TG-003,DYRK1B,0.9822480503824128,cosine,gene,orf,23,0.71875,123,0.4019607843137255,4829,0.4931576797385621,0.5603553921568627,1,CLK1,0,,TRUE,gene
TG-02,FLT3,0.9682910394396528,cosine,gene,orf,7,0.21875,236,0.7712418300653595,5717,0.583843954248366,0.49499591503267976,3,CDK2|CDK7|CDK9,0,,TRUE,gene
UNC1999,EZH2,0.7871408725718574,cosine,gene,orf,24,0.75,280,0.9150326797385621,7805,0.7970792483660131,0.832516339869281,0,,0,,FALSE,neither
UNC2025,FLT3,0.9744416191262149,cosine,gene,orf,3,0.09375,226,0.738562091503268,5398,0.5512663398692811,0.416156045751634,0,,0,,FALSE,neither
YC-1,GUCY1B1,0.9951510441491754,cosine,gene,orf,11,0.34375,119,0.3888888888888889,2321,0.23703022875816993,0.3663194444444444,1,HIF1A,0,,TRUE,gene
afimoxifene,PLD1,0.9944769095018906,cosine,gene,orf,17,0.53125,76,0.24836601307189543,2654,0.2710375816993464,0.3898080065359477,1,PRKCE,0,,TRUE,gene
alda-1,ALDH2,0.9195118790509552,cosine,gene,orf,5,0.15625,264,0.8627450980392157,6513,0.6651348039215687,0.5094975490196079,0,,0,,FALSE,neither
alrestatin,AKR1B1,0.9886307246141351,cosine,gene,orf,3,0.09375,208,0.6797385620915033,4081,0.4167687908496732,0.38674428104575165,0,,0,,FALSE,neither
