pert_iname_compound,gene,y_prob,classifier,formulation,features,gene_rank,gene_pct,compound_rank,compound_pct,gene_compound_global_rank,gene_compound_global_pct,gene_compound_local_pct,n_connected_genes_train,connected_genes_train,n_connected_compounds_train,connected_compounds_train,any_connected_train,which_connected_train
efaproxiral,HBB,0.993958840758466,cosine,gene,crispr_orf_avg,15,0.46875,94,0.30718954248366015,2408,0.24591503267973855,0.3879697712418301,0,,0,,FALSE,neither
enflurane,KCNN4,0.7271906305547542,cosine,gene,crispr_orf_avg,29,0.90625,96,0.3137254901960784,8042,0.8212826797385621,0.6099877450980392,1,GABRB2,0,,TRUE,gene
epoprostenol,PTGIS,0.9954030323635724,cosine,gene,crispr_orf_avg,14,0.4375,59,0.19281045751633988,1781,0.18188316993464052,0.3151552287581699,2,P2RY12|PTGIR,0,,TRUE,gene
ethoxzolamide,CA5A,0.9167724307516306,cosine,gene,crispr_orf_avg,25,0.78125,136,0.4444444444444444,6322,0.6456290849673203,0.6128472222222222,0,,0,,FALSE,neither
felodipine,TNNC1,0.9935694614071848,cosine,gene,crispr_orf_avg,13,0.40625,163,0.5326797385620915,2557,0.26113153594771243,0.46946486928104575,0,,0,,FALSE,neither
flindokalner,KCNN4,0.7214759789820093,cosine,gene,crispr_orf_avg,29,0.90625,183,0.5980392156862745,8137,0.830984477124183,0.7521446078431373,2,KCNMA1|KCNQ2,0,,TRUE,gene
fludarabine,ADA,0.7116333156889939,cosine,gene,crispr_orf_avg,14,0.4375,286,0.934640522875817,8193,0.836703431372549,0.6860702614379085,0,,0,,FALSE,neither
gabapentin-enacarbil,CACNB4,0.8519915312523687,cosine,gene,crispr_orf_avg,28,0.875,6,0.0196078431372549,7356,0.7512254901960784,0.4473039215686274,2,CACNA2D3|CACNG1,0,,TRUE,gene
glyburide,SLCO2B1,0.5318406910475861,cosine,gene,crispr_orf_avg,32,1,28,0.0915032679738562,8953,0.9143178104575164,0.545751633986928,1,KCNJ1,0,,TRUE,gene
guanidine,ALDH2,0.9043993863731844,cosine,gene,crispr_orf_avg,26,0.8125,123,0.4019607843137255,6650,0.6791258169934641,0.6072303921568627,0,,0,,FALSE,neither
halopemide,PLD1,0.9901623616629088,cosine,gene,crispr_orf_avg,5,0.15625,191,0.6241830065359477,3342,0.34129901960784315,0.39021650326797386,0,,0,,FALSE,neither
miconazole,KCNN4,0.7352083806474793,cosine,gene,crispr_orf_avg,29,0.90625,10,0.0326797385620915,7949,0.8117851307189542,0.46946486928104575,3,KCNH7|KCNMA1|KCNN1,0,,TRUE,gene
minocycline,CASP3,0.9949235571588748,cosine,gene,crispr_orf_avg,7,0.21875,141,0.46078431372549017,2001,0.20435049019607843,0.33976715686274506,2,IL1B|VEGFA,0,,TRUE,gene
nicotine,TBXAS1,0.9965508176815364,cosine,gene,crispr_orf_avg,8,0.25,19,0.06209150326797386,1013,0.10345179738562092,0.15604575163398693,0,,0,,FALSE,neither
niflumic-acid,PLA2G1B,0.9970294715153104,cosine,gene,crispr_orf_avg,8,0.25,6,0.0196078431372549,726,0.0741421568627451,0.13480392156862744,0,,0,,FALSE,neither
niflumic-acid,UGT1A9,0.9875788004946634,cosine,gene,crispr_orf_avg,20,0.625,65,0.21241830065359477,3856,0.3937908496732026,0.4187091503267974,0,,0,,FALSE,neither
nimodipine,CACNB4,0.827063292536521,cosine,gene,crispr_orf_avg,28,0.875,138,0.4509803921568627,7536,0.7696078431372549,0.6629901960784313,0,,0,,FALSE,neither
olanzapine,HRH4,0.8879880994329636,cosine,gene,crispr_orf_avg,27,0.84375,34,0.1111111111111111,6906,0.7052696078431373,0.4774305555555556,3,ADRA2B|GABRB2|HTR2C,0,,TRUE,gene
olanzapine,HTR3A,0.99828674703357,cosine,gene,crispr_orf_avg,3,0.09375,42,0.13725490196078433,268,0.02736928104575163,0.11550245098039216,3,ADRA2B|GABRB2|HTR2C,0,,TRUE,gene
ozagrel,TBXAS1,0.9705005455049932,cosine,gene,crispr_orf_avg,2,0.0625,231,0.7549019607843137,5005,0.5111315359477124,0.40870098039215685,0,,0,,FALSE,neither
pentostatin,ADA,0.997003029036689,cosine,gene,crispr_orf_avg,1,0.03125,117,0.38235294117647056,745,0.07608251633986927,0.20680147058823528,0,,0,,FALSE,neither
phenolphthalein,UGT1A9,0.9872270961711488,cosine,gene,crispr_orf_avg,21,0.65625,84,0.27450980392156865,3929,0.40124591503267976,0.4653799019607843,0,,0,,FALSE,neither
phenylbutazone,PTGIS,0.9954717888761428,cosine,gene,crispr_orf_avg,14,0.4375,56,0.1830065359477124,1746,0.17830882352941177,0.3102532679738562,0,,0,,FALSE,neither
picrotin,GLRA3,0.993643443385788,cosine,gene,crispr_orf_avg,16,0.5,71,0.23202614379084968,2521,0.2574550653594771,0.36601307189542487,0,,0,,FALSE,neither
picrotoxinin,GLRA3,0.9935866217440512,cosine,gene,crispr_orf_avg,16,0.5,76,0.24836601307189543,2550,0.2604166666666667,0.3741830065359477,0,,0,,FALSE,neither
picrotoxinin,HTR3A,0.9984337859821032,cosine,gene,crispr_orf_avg,3,0.09375,27,0.08823529411764706,197,0.02011846405228758,0.09099264705882354,0,,0,,FALSE,neither
ponatinib,ABL1,0.3309278053926696,cosine,gene,crispr_orf_avg,1,0.03125,300,0.9803921568627452,9501,0.970281862745098,0.5058210784313726,4,KDR|LCK|LYN|RET,0,,TRUE,gene
ponatinib,FLT3,0.30932056059926305,cosine,gene,crispr_orf_avg,2,0.0625,299,0.977124183006536,9517,0.9719158496732028,0.519812091503268,4,KDR|LCK|LYN|RET,0,,TRUE,gene
procaine,HTR3A,0.9984284593343096,cosine,gene,crispr_orf_avg,2,0.0625,28,0.0915032679738562,201,0.02052696078431372,0.07700163398692811,2,KCNMA1|KCNN1,0,,TRUE,gene
procaine,KCNN4,0.7332005185380445,cosine,gene,crispr_orf_avg,29,0.90625,18,0.0588235294117647,7958,0.8127042483660131,0.4825367647058824,2,KCNMA1|KCNN1,0,,TRUE,gene
purvalanol-a,CDK4,0.9562967298171796,cosine,gene,crispr_orf_avg,23,0.71875,199,0.6503267973856209,5585,0.5703635620915033,0.6845383986928104,1,CDK2,0,,TRUE,gene
quinine,KCNN4,0.7297284188958255,cosine,gene,crispr_orf_avg,29,0.90625,50,0.16339869281045752,7994,0.8163807189542484,0.5348243464052288,0,,0,,FALSE,neither
regorafenib,ABL1,0.9218084579733828,cosine,gene,crispr_orf_avg,24,0.75,41,0.13398692810457516,6031,0.6159109477124183,0.4419934640522876,3,BRAF|KDR|RET,0,,TRUE,gene
rifamycin,SLCO2B1,0.5209110883403067,cosine,gene,crispr_orf_avg,32,1,91,0.2973856209150327,9019,0.9210580065359476,0.6486928104575164,0,,0,,FALSE,neither
riociguat,GUCY1B1,0.9971662892522012,cosine,gene,crispr_orf_avg,5,0.15625,79,0.2581699346405229,670,0.06842320261437909,0.20720996732026145,0,,0,,FALSE,neither
ryuvidine,CDK4,0.9138570959305434,cosine,gene,crispr_orf_avg,23,0.71875,252,0.8235294117647058,6424,0.6560457516339869,0.7711397058823529,1,CDK2,0,,TRUE,gene
sorbinil,AKR1B1,0.9974775496098504,cosine,gene,crispr_orf_avg,2,0.0625,109,0.3562091503267974,579,0.05912990196078431,0.2093545751633987,0,,0,,FALSE,neither
sulfasalazine,PLA2G1B,0.9969140917891424,cosine,gene,crispr_orf_avg,9,0.28125,12,0.0392156862745098,788,0.08047385620915033,0.1602328431372549,1,SLC7A11,0,,TRUE,gene
sulfasalazine,TBXAS1,0.9962188696526526,cosine,gene,crispr_orf_avg,13,0.40625,41,0.13398692810457516,1287,0.13143382352941177,0.27011846405228757,1,SLC7A11,0,,TRUE,gene
tranilast,HPGDS,0.9893422022662656,cosine,gene,crispr_orf_avg,19,0.59375,59,0.19281045751633988,3520,0.35947712418300654,0.3932802287581699,0,,0,,FALSE,neither
triamterene,SCNN1G,0.6136203723587021,cosine,gene,crispr_orf_avg,31,0.96875,49,0.16013071895424835,8626,0.8809232026143791,0.5644403594771241,0,,0,,FALSE,neither
1-EBIO,KCNN4,0.00504592765,transformer,gene,crispr_orf_avg,14,0.4375,50,0.16339869281045752,1553,0.15859885620915032,0.30044934640522875,1,KCNN1,0,,TRUE,gene
"2,5-furandimethanol",HBB,0.00455049285,transformer,gene,crispr_orf_avg,25,0.78125,216,0.7058823529411765,6153,0.6283700980392157,0.7435661764705883,0,,0,,FALSE,neither
4-methylhistamine,HRH4,0.0040259602,transformer,gene,crispr_orf_avg,30,0.9375,112,0.3660130718954248,8359,0.853656045751634,0.6517565359477124,0,,0,,FALSE,neither
A-987306,HTR3A,0.0081998635,transformer,gene,crispr_orf_avg,2,0.0625,15,0.04901960784313725,563,0.05749591503267973,0.05575980392156862,2,AVPR1A|CCR1,0,,TRUE,gene
AC-710,FLT3,0.0046494675,transformer,gene,crispr_orf_avg,20,0.625,183,0.5980392156862745,4988,0.5093954248366013,0.6115196078431373,1,CSF1R,0,,TRUE,gene
AZ191,DYRK1B,0.00383474095,transformer,gene,crispr_orf_avg,28,0.875,268,0.8758169934640523,9085,0.9277982026143792,0.8754084967320261,0,,0,,FALSE,neither
BAN-ORL-24,OPRL1,0.0044045325,transformer,gene,crispr_orf_avg,17,0.53125,267,0.8725490196078431,7017,0.7166053921568627,0.7018995098039216,0,,0,,FALSE,neither
BMS-536924,MET,0.004273002,transformer,gene,crispr_orf_avg,30,0.9375,305,0.9967320261437908,8042,0.8212826797385621,0.9671160130718954,7,AKT1|CDK2|CYP3A4|ERBB2|IGF1R|KDR|LCK,0,,TRUE,gene
BQ-788,EDNRB,0.0045174032,transformer,gene,crispr_orf_avg,22,0.6875,238,0.7777777777777778,6389,0.6524714052287581,0.7326388888888888,0,,0,,FALSE,neither
CC-401,MAPK8,0.00318556535,transformer,gene,crispr_orf_avg,31,0.96875,305,0.9967320261437908,9583,0.978656045751634,0.9827410130718954,0,,0,,FALSE,neither
CVT-10216,ALDH2,0.00479775294999999,transformer,gene,crispr_orf_avg,9,0.28125,97,0.31699346405228757,2721,0.2778799019607843,0.2991217320261438,0,,0,,FALSE,neither
EI1,EZH2,0.0048046685,transformer,gene,crispr_orf_avg,12,0.375,91,0.2973856209150327,2639,0.26950571895424835,0.33619281045751637,0,,0,,FALSE,neither
FK-866,NAMPT,0.0045913651,transformer,gene,crispr_orf_avg,21,0.65625,209,0.6830065359477124,5672,0.579248366013072,0.6696282679738562,0,,0,,FALSE,neither
FPS-ZM1,AGER,0.0038108898,transformer,gene,crispr_orf_avg,29,0.90625,283,0.9248366013071896,9173,0.9367851307189542,0.9155433006535948,0,,0,,FALSE,neither
GNF-5,ABL1,0.0045985479,transformer,gene,crispr_orf_avg,18,0.5625,207,0.6764705882352942,5580,0.5698529411764706,0.6194852941176471,0,,0,,FALSE,neither
IRL-2500,EDNRB,0.0051250211,transformer,gene,crispr_orf_avg,23,0.71875,42,0.13725490196078433,1369,0.13980800653594772,0.42800245098039214,0,,0,,FALSE,neither
KG-5,FLT3,0.00430798285,transformer,gene,crispr_orf_avg,27,0.84375,278,0.9084967320261438,7644,0.7806372549019608,0.8761233660130718,1,BRAF,0,,TRUE,gene
LDN-212854,ABL1,0.00467408145,transformer,gene,crispr_orf_avg,18,0.5625,168,0.5490196078431373,4685,0.47845179738562094,0.5557598039215687,0,,0,,FALSE,neither
MCOPPB,OPRL1,0.0046339985,transformer,gene,crispr_orf_avg,10,0.3125,196,0.6405228758169934,5166,0.5275735294117647,0.4765114379084967,0,,0,,FALSE,neither
N-alpha-Methylhistamine-dihydrochloride,HRH4,0.00375783525,transformer,gene,crispr_orf_avg,30,0.9375,301,0.9836601307189542,9251,0.944750816993464,0.9605800653594772,0,,0,,FALSE,neither
NQDI-1,CASP3,0.00468158649999999,transformer,gene,crispr_orf_avg,11,0.34375,177,0.5784313725490197,4597,0.46946486928104575,0.46109068627450983,0,,0,,FALSE,neither
NS-309,KCNN4,0.005375369,transformer,gene,crispr_orf_avg,13,0.40625,30,0.09803921568627452,1049,0.1071282679738562,0.25214460784313725,1,KCNN1,0,,TRUE,gene
NSC-625987,CDK4,0.00493891365,transformer,gene,crispr_orf_avg,3,0.09375,66,0.21568627450980393,1924,0.19648692810457516,0.15471813725490197,1,CDK2,0,,TRUE,gene
PD-98059,MAPK8,0.05831375749999999,transformer,gene,crispr_orf_avg,1,0.03125,23,0.07516339869281045,46,0.00469771241830065,0.05320669934640523,4,AKT1|BRAF|LCK|MAPK14,0,,TRUE,gene
PETCM,CASP3,0.0044928255,transformer,gene,crispr_orf_avg,11,0.34375,249,0.8137254901960784,6534,0.6672794117647058,0.5787377450980392,0,,0,,FALSE,neither
PF-04217903,MET,0.00472086115,transformer,gene,crispr_orf_avg,23,0.71875,130,0.42483660130718953,3887,0.3969566993464052,0.5717933006535948,0,,0,,FALSE,neither
PHA-793887,CDK4,0.00431671735,transformer,gene,crispr_orf_avg,10,0.3125,296,0.9673202614379084,7491,0.7650122549019608,0.6399101307189543,3,CDK2|CDK7|CDK9,0,,TRUE,gene
PP-121,ABL1,0.004303023,transformer,gene,crispr_orf_avg,25,0.78125,282,0.9215686274509804,7751,0.7915645424836601,0.8514093137254901,1,KDR,0,,TRUE,gene
PP-2,ABL1,0.00429400825,transformer,gene,crispr_orf_avg,25,0.78125,289,0.9444444444444444,7875,0.8042279411764706,0.8628472222222222,2,LCK|LYN,0,,TRUE,gene
RGB-286638,CDK4,0.0043193095,transformer,gene,crispr_orf_avg,10,0.3125,291,0.9509803921568628,7452,0.7610294117647058,0.6317401960784313,3,CDK2|CDK7|CDK9,0,,TRUE,gene
RGB-286638,FLT3,0.00429055515,transformer,gene,crispr_orf_avg,27,0.84375,291,0.9509803921568628,7905,0.8072916666666666,0.8973651960784313,3,CDK2|CDK7|CDK9,0,,TRUE,gene
SB-202190,MAPK8,0.060558414,transformer,gene,crispr_orf_avg,2,0.0625,18,0.0588235294117647,39,0.0039828431372549,0.06066176470588235,3,AKT1|LCK|MAPK14,0,,TRUE,gene
SB-203580,MAPK8,0.068951842,transformer,gene,crispr_orf_avg,2,0.0625,3,0.00980392156862745,11,0.00112336601307189,0.03615196078431372,5,AKT1|CYP3A4|LCK|MAPK14|TNF,0,,TRUE,gene
SGX523,MET,0.00477613265,transformer,gene,crispr_orf_avg,23,0.71875,92,0.3006535947712418,3050,0.31147875816993464,0.5097017973856209,0,,0,,FALSE,neither
SU3327,MAPK8,0.00338635675,transformer,gene,crispr_orf_avg,31,0.96875,53,0.17320261437908496,9281,0.94781454248366,0.5709763071895425,0,,0,,FALSE,neither
TC-S-7004,DYRK1B,0.0038509242,transformer,gene,crispr_orf_avg,28,0.875,251,0.8202614379084967,9001,0.91921977124183,0.8476307189542484,0,,0,,FALSE,neither
TFC-007,HPGDS,0.00498708755,transformer,gene,crispr_orf_avg,1,0.03125,61,0.19934640522875816,1756,0.17933006535947713,0.11529820261437908,0,,0,,FALSE,neither
TG-003,DYRK1B,0.004121972,transformer,gene,crispr_orf_avg,28,0.875,91,0.2973856209150327,8196,0.8370098039215687,0.5861928104575164,1,CLK1,0,,TRUE,gene
TG-02,FLT3,0.0043000169,transformer,gene,crispr_orf_avg,27,0.84375,284,0.9281045751633988,7811,0.7976919934640523,0.8859272875816994,3,CDK2|CDK7|CDK9,0,,TRUE,gene
UNC1999,EZH2,0.0046270336,transformer,gene,crispr_orf_avg,12,0.375,201,0.6568627450980392,5270,0.5381944444444444,0.5159313725490196,0,,0,,FALSE,neither
UNC2025,FLT3,0.0043058725,transformer,gene,crispr_orf_avg,27,0.84375,279,0.9117647058823528,7701,0.7864583333333334,0.8777573529411764,0,,0,,FALSE,neither
YC-1,GUCY1B1,0.0046506003,transformer,gene,crispr_orf_avg,17,0.53125,184,0.6013071895424836,4979,0.5084763071895425,0.5662785947712419,1,HIF1A,0,,TRUE,gene
afimoxifene,PLD1,0.0047411537,transformer,gene,crispr_orf_avg,19,0.59375,125,0.4084967320261438,3594,0.36703431372549017,0.5011233660130718,1,PRKCE,0,,TRUE,gene
alda-1,ALDH2,0.00461629965,transformer,gene,crispr_orf_avg,9,0.28125,205,0.6699346405228758,5386,0.5500408496732027,0.4755923202614379,0,,0,,FALSE,neither
alrestatin,AKR1B1,0.0039390343,transformer,gene,crispr_orf_avg,26,0.8125,220,0.7189542483660131,8602,0.8784722222222222,0.7657271241830066,0,,0,,FALSE,neither
amiloride,SCNN1G,0.0045819675,transformer,gene,crispr_orf_avg,5,0.15625,224,0.7320261437908496,5807,0.5930351307189542,0.4441380718954248,0,,0,,FALSE,neither
arcyriaflavin-a,CDK4,0.004420723,transformer,gene,crispr_orf_avg,3,0.09375,265,0.8660130718954249,6939,0.7086397058823529,0.4798815359477124,1,CCND1,0,,TRUE,gene
aripiprazole,HTR3A,0.011437792,transformer,gene,crispr_orf_avg,2,0.0625,5,0.01633986928104575,317,0.0323733660130719,0.03941993464052287,2,ADRA2B|HTR2C,0,,TRUE,gene
azeliragon,AGER,0.0038938037,transformer,gene,crispr_orf_avg,29,0.90625,204,0.6666666666666666,8797,0.8983864379084967,0.7864583333333333,0,,0,,FALSE,neither
benzamil,SCNN1G,0.00449025685,transformer,gene,crispr_orf_avg,5,0.15625,251,0.8202614379084967,6553,0.6692197712418301,0.4882557189542483,0,,0,,FALSE,neither
bepridil,TNNC1,0.00385943474999999,transformer,gene,crispr_orf_avg,26,0.8125,262,0.8562091503267973,8960,0.915032679738562,0.8343545751633987,0,,0,,FALSE,neither
brinzolamide,CA5A,0.0048399455,transformer,gene,crispr_orf_avg,16,0.5,85,0.2777777777777778,2466,0.25183823529411764,0.3888888888888889,0,,0,,FALSE,neither
cediranib,FLT3,0.0045598157,transformer,gene,crispr_orf_avg,20,0.625,225,0.7352941176470589,6082,0.6211192810457516,0.6801470588235294,2,CSF1R|KDR,0,,TRUE,gene
ceritinib,FLT3,0.0046864359,transformer,gene,crispr_orf_avg,20,0.625,157,0.5130718954248366,4499,0.4594566993464052,0.5690359477124183,1,IGF1R,0,,TRUE,gene
citric-acid,AKR1B1,0.0038724261,transformer,gene,crispr_orf_avg,27,0.84375,268,0.8758169934640523,8907,0.9096200980392156,0.8597834967320261,0,,0,,FALSE,neither
desonide,PLA2G1B,0.0045618377,transformer,gene,crispr_orf_avg,24,0.75,214,0.6993464052287581,6066,0.6194852941176471,0.7246732026143791,0,,0,,FALSE,neither
diltiazem,HTR3A,0.00480708385,transformer,gene,crispr_orf_avg,2,0.0625,101,0.3300653594771242,2615,0.2670547385620915,0.1962826797385621,1,CACNG1,0,,TRUE,gene
efaproxiral,HBB,0.00466869935,transformer,gene,crispr_orf_avg,25,0.78125,153,0.5,4772,0.48733660130718953,0.640625,0,,0,,FALSE,neither
enflurane,KCNN4,0.00504448635,transformer,gene,crispr_orf_avg,14,0.4375,51,0.16666666666666666,1563,0.15962009803921567,0.3020833333333333,1,GABRB2,0,,TRUE,gene
epoprostenol,PTGIS,0.0046901372,transformer,gene,crispr_orf_avg,7,0.21875,171,0.5588235294117647,4419,0.4512867647058824,0.3887867647058824,2,P2RY12|PTGIR,0,,TRUE,gene
ethoxzolamide,CA5A,0.0047602958,transformer,gene,crispr_orf_avg,15,0.46875,119,0.3888888888888889,3302,0.3372140522875817,0.4288194444444444,0,,0,,FALSE,neither
felodipine,TNNC1,0.00386275595,transformer,gene,crispr_orf_avg,27,0.84375,259,0.8464052287581699,8948,0.9138071895424836,0.845077614379085,0,,0,,FALSE,neither
flindokalner,KCNN4,0.004587525,transformer,gene,crispr_orf_avg,13,0.40625,217,0.7091503267973857,5723,0.5844566993464052,0.5577001633986929,2,KCNMA1|KCNQ2,0,,TRUE,gene
fludarabine,ADA,0.00457755775,transformer,gene,crispr_orf_avg,6,0.1875,226,0.738562091503268,5870,0.599468954248366,0.463031045751634,0,,0,,FALSE,neither
gabapentin-enacarbil,CACNB4,0.00527906335,transformer,gene,crispr_orf_avg,15,0.46875,34,0.1111111111111111,1158,0.11825980392156862,0.2899305555555556,2,CACNA2D3|CACNG1,0,,TRUE,gene
glyburide,SLCO2B1,0.0047888597,transformer,gene,crispr_orf_avg,4,0.125,109,0.3562091503267974,2849,0.29095179738562094,0.2406045751633987,1,KCNJ1,0,,TRUE,gene
guanidine,ALDH2,0.00465405135,transformer,gene,crispr_orf_avg,9,0.28125,187,0.6111111111111112,4928,0.5032679738562091,0.4461805555555556,0,,0,,FALSE,neither
halopemide,PLD1,0.004787754,transformer,gene,crispr_orf_avg,19,0.59375,93,0.30392156862745096,2867,0.2927900326797386,0.4488357843137255,0,,0,,FALSE,neither
miconazole,KCNN4,0.0073525285,transformer,gene,crispr_orf_avg,13,0.40625,16,0.05228758169934641,645,0.06587009803921569,0.2292687908496732,3,KCNH7|KCNMA1|KCNN1,0,,TRUE,gene
minocycline,CASP3,0.00457945715,transformer,gene,crispr_orf_avg,11,0.34375,223,0.7287581699346405,5841,0.5965073529411765,0.5362540849673203,2,IL1B|VEGFA,0,,TRUE,gene
nicotine,TBXAS1,0.00458523274999999,transformer,gene,crispr_orf_avg,8,0.25,220,0.7189542483660131,5759,0.5881331699346405,0.48447712418300654,0,,0,,FALSE,neither
niflumic-acid,PLA2G1B,0.00466981235,transformer,gene,crispr_orf_avg,24,0.75,156,0.5098039215686274,4748,0.4848856209150327,0.6299019607843137,0,,0,,FALSE,neither
niflumic-acid,UGT1A9,0.004704814,transformer,gene,crispr_orf_avg,13,0.40625,153,0.5,4135,0.42228349673202614,0.453125,0,,0,,FALSE,neither
nimodipine,CACNB4,0.00467154615,transformer,gene,crispr_orf_avg,16,0.5,179,0.5849673202614379,4717,0.4817197712418301,0.542483660130719,0,,0,,FALSE,neither
olanzapine,HRH4,0.0055090822,transformer,gene,crispr_orf_avg,30,0.9375,48,0.1568627450980392,959,0.09793709150326796,0.5471813725490196,3,ADRA2B|GABRB2|HTR2C,0,,TRUE,gene
olanzapine,HTR3A,0.00859631,transformer,gene,crispr_orf_avg,2,0.0625,14,0.0457516339869281,526,0.05371732026143791,0.05412581699346405,3,ADRA2B|GABRB2|HTR2C,0,,TRUE,gene
ozagrel,TBXAS1,0.00475118495,transformer,gene,crispr_orf_avg,8,0.25,131,0.4281045751633986,3456,0.35294117647058826,0.33905228758169936,0,,0,,FALSE,neither
pentostatin,ADA,0.00521186505,transformer,gene,crispr_orf_avg,6,0.1875,35,0.11437908496732026,1180,0.12050653594771242,0.15093954248366012,0,,0,,FALSE,neither
phenolphthalein,UGT1A9,0.004640238,transformer,gene,crispr_orf_avg,13,0.40625,191,0.6241830065359477,5093,0.5201184640522876,0.5152165032679739,0,,0,,FALSE,neither
phenylbutazone,PTGIS,0.00464067075,transformer,gene,crispr_orf_avg,7,0.21875,195,0.6372549019607843,5083,0.5190972222222222,0.42800245098039214,0,,0,,FALSE,neither
picrotin,GLRA3,0.0031012489,transformer,gene,crispr_orf_avg,32,1,297,0.9705882352941176,9783,0.9990808823529412,0.9852941176470588,0,,0,,FALSE,neither
picrotoxinin,GLRA3,0.00312355135,transformer,gene,crispr_orf_avg,32,1,187,0.6111111111111112,9673,0.9878472222222222,0.8055555555555556,0,,0,,FALSE,neither
picrotoxinin,HTR3A,0.0049586379,transformer,gene,crispr_orf_avg,2,0.0625,64,0.20915032679738563,1850,0.1889297385620915,0.13582516339869283,0,,0,,FALSE,neither
ponatinib,ABL1,0.00474916675,transformer,gene,crispr_orf_avg,18,0.5625,122,0.3986928104575164,3482,0.3555964052287582,0.4805964052287582,4,KDR|LCK|LYN|RET,0,,TRUE,gene
ponatinib,FLT3,0.00474676685,transformer,gene,crispr_orf_avg,20,0.625,122,0.3986928104575164,3513,0.3587622549019608,0.5118464052287581,4,KDR|LCK|LYN|RET,0,,TRUE,gene
procaine,HTR3A,0.0102959565,transformer,gene,crispr_orf_avg,2,0.0625,7,0.02287581699346405,362,0.03696895424836601,0.04268790849673203,2,KCNMA1|KCNN1,0,,TRUE,gene
procaine,KCNN4,0.0099656975,transformer,gene,crispr_orf_avg,13,0.40625,7,0.02287581699346405,383,0.03911356209150327,0.214562908496732,2,KCNMA1|KCNN1,0,,TRUE,gene
purvalanol-a,CDK4,0.00448146024999999,transformer,gene,crispr_orf_avg,3,0.09375,252,0.8235294117647058,6599,0.6739174836601307,0.4586397058823529,1,CDK2,0,,TRUE,gene
quinine,KCNN4,0.00489293285,transformer,gene,crispr_orf_avg,14,0.4375,75,0.24509803921568624,2164,0.22099673202614376,0.34129901960784315,0,,0,,FALSE,neither
regorafenib,ABL1,0.00428790865,transformer,gene,crispr_orf_avg,25,0.78125,301,0.9836601307189542,7938,0.8106617647058824,0.8824550653594772,3,BRAF|KDR|RET,0,,TRUE,gene
rifamycin,SLCO2B1,0.00473543675,transformer,gene,crispr_orf_avg,4,0.125,141,0.46078431372549017,3674,0.375204248366013,0.29289215686274506,0,,0,,FALSE,neither
riociguat,GUCY1B1,0.004489181,transformer,gene,crispr_orf_avg,17,0.53125,248,0.8104575163398693,6561,0.6700367647058824,0.6708537581699346,0,,0,,FALSE,neither
ryuvidine,CDK4,0.0047039575,transformer,gene,crispr_orf_avg,3,0.09375,164,0.5359477124183006,4150,0.4238153594771242,0.3148488562091503,1,CDK2,0,,TRUE,gene
sorbinil,AKR1B1,0.00392692665,transformer,gene,crispr_orf_avg,26,0.8125,231,0.7549019607843137,8655,0.8838848039215687,0.7837009803921569,0,,0,,FALSE,neither
sulfasalazine,PLA2G1B,0.0046599803,transformer,gene,crispr_orf_avg,24,0.75,165,0.5392156862745098,4865,0.4968341503267974,0.6446078431372548,1,SLC7A11,0,,TRUE,gene
sulfasalazine,TBXAS1,0.00469916105,transformer,gene,crispr_orf_avg,8,0.25,164,0.5359477124183006,4250,0.4340277777777778,0.3929738562091503,1,SLC7A11,0,,TRUE,gene
tranilast,HPGDS,0.0051794312,transformer,gene,crispr_orf_avg,1,0.03125,40,0.13071895424836602,1229,0.12551062091503268,0.08098447712418301,0,,0,,FALSE,neither
triamterene,SCNN1G,0.0048913905,transformer,gene,crispr_orf_avg,5,0.15625,76,0.24836601307189543,2171,0.22171160130718953,0.20230800653594772,0,,0,,FALSE,neither
1-EBIO,KCNN4,0.7804655900131818,cosine,gene,crispr_orf_max,30,0.9375,18,0.0588235294117647,7970,0.8139297385620915,0.4981617647058824,1,KCNN1,0,,TRUE,gene
"2,5-furandimethanol",HBB,0.9932916303739762,cosine,gene,crispr_orf_max,18,0.5625,122,0.3986928104575164,3280,0.3349673202614379,0.4805964052287582,0,,0,,FALSE,neither
4-methylhistamine,HRH4,0.9955597178459064,cosine,gene,crispr_orf_max,8,0.25,137,0.4477124183006536,2391,0.24417892156862744,0.3488562091503268,0,,0,,FALSE,neither
A-987306,HTR3A,0.9979826053424472,cosine,gene,crispr_orf_max,4,0.125,72,0.2352941176470588,656,0.06699346405228758,0.1801470588235294,2,AVPR1A|CCR1,0,,TRUE,gene
AC-710,FLT3,0.9954759788636972,cosine,gene,crispr_orf_max,6,0.1875,129,0.4215686274509804,2436,0.24877450980392157,0.3045343137254902,1,CSF1R,0,,TRUE,gene
AZ191,DYRK1B,0.9569766890078264,cosine,gene,crispr_orf_max,13,0.40625,244,0.7973856209150327,6125,0.6255106209150327,0.6018178104575164,0,,0,,FALSE,neither
BAN-ORL-24,OPRL1,0.06212771958555082,cosine,gene,crispr_orf_max,7,0.21875,305,0.9967320261437908,9733,0.9939746732026143,0.6077410130718954,0,,0,,FALSE,neither
BMS-536924,MET,0.4706708550529025,cosine,gene,crispr_orf_max,17,0.53125,290,0.9477124183006536,9272,0.9468954248366012,0.7394812091503268,7,AKT1|CDK2|CYP3A4|ERBB2|IGF1R|KDR|LCK,0,,TRUE,gene
