Metadata_broad_sample_Compound,Metadata_broad_sample_CRISPR,y
BRD-K59325863,BRDN0001484586,0
BRD-K59325863,BRDN0001480510,0
BRD-K59325863,BRDN0001483086,0
BRD-K59325863,BRDN0001487636,0
BRD-K59325863,BRDN0001487543,0
BRD-K59325863,BRDN0001484752,0
BRD-K59325863,BRDN0001481237,0
BRD-K59325863,BRDN0001488469,0
BRD-K59325863,BRDN0001479972,0
BRD-K59325863,BRDN0001487915,0
BRD-K59325863,BRDN0001488371,0
BRD-K59325863,BRDN0001488235,0
BRD-K59325863,BRDN0001488751,0
BRD-K59325863,BRDN0001483003,0
BRD-K59325863,BRDN0001489498,0
BRD-K59325863,BRDN0001489066,0
BRD-K59325863,BRDN0001487864,0
BRD-K59325863,BRDN0001480412,0
BRD-K59325863,BRDN0001485150,0
BRD-K59325863,BRDN0001148417,0
BRD-K59325863,BRDN0001481599,0
BRD-K59325863,BRDN0001483549,0
BRD-K59325863,BRDN0001484748,0
BRD-K59325863,BRDN0001489575,0
BRD-K59325863,BRDN0000987760,0
BRD-K59325863,BRDN0001144968,0
BRD-K59325863,BRDN0001485957,0
BRD-K59325863,BRDN0001487881,0
BRD-K59325863,BRDN0001479616,0
BRD-K59325863,BRDN0001483194,0
BRD-K59325863,BRDN0001487712,0
BRD-K59325863,BRDN0001061130,0
BRD-K59325863,BRDN0001061132,0
BRD-K59325863,BRDN0001066064,0
BRD-K59325863,BRDN0001066250,0
BRD-K59325863,BRDN0001485421,0
BRD-K59325863,BRDN0001485843,0
BRD-K59325863,BRDN0001487345,0
BRD-K59325863,BRDN0001480942,0
BRD-K59325863,BRDN0001488886,0
BRD-K59325863,BRDN0001483257,0
BRD-K59325863,BRDN0001479766,0
BRD-K59325863,BRDN0001480275,0
BRD-K59325863,BRDN0001484506,0
BRD-K59325863,BRDN0001480930,0
BRD-K59325863,BRDN0001479298,0
BRD-K59325863,BRDN0001146959,0
BRD-K59325863,BRDN0001146892,0
BRD-K59325863,BRDN0001480465,0
BRD-K59325863,BRDN0001480426,0
BRD-K59325863,BRDN0001487280,0
BRD-K59325863,BRDN0001480242,0
BRD-K59325863,BRDN0001054845,0
BRD-K59325863,BRDN0000562944,0
BRD-K59325863,BRDN0001482005,0
BRD-K59325863,BRDN0001485726,0
BRD-K59325863,BRDN0000734502,0
BRD-K59325863,BRDN0000734459,0
BRD-K59325863,BRDN0001065457,0
BRD-K59325863,BRDN0001488344,0
BRD-K59325863,BRDN0001482043,1
BRD-K59325863,BRDN0001481569,1
BRD-K59325863,BRDN0001485604,0
BRD-K59325863,BRDN0001490153,0
BRD-K59325863,BRDN0001486784,0
BRD-K59325863,BRDN0001482741,0
BRD-K59325863,BRDN0001480861,0
BRD-K59325863,BRDN0001485794,0
BRD-K59325863,BRDN0001058343,0
BRD-K59325863,BRDN0001058011,0
BRD-K59325863,BRDN0001054815,0
BRD-K59325863,BRDN0000563627,0
BRD-K59325863,BRDN0001483817,0
BRD-K59325863,BRDN0001482450,0
BRD-K59325863,BRDN0001162216,0
BRD-K59325863,BRDN0001147450,0
BRD-K59325863,BRDN0001490325,0
BRD-K59325863,BRDN0001481315,0
BRD-K59325863,BRDN0001484642,0
BRD-K59325863,BRDN0001485538,0
BRD-K59325863,BRDN0001065819,0
BRD-K59325863,BRDN0001065728,0
BRD-K59325863,BRDN0001054985,0
BRD-K59325863,BRDN0000562836,0
BRD-K59325863,BRDN0001147786,0
BRD-K59325863,BRDN0001148950,0
BRD-K59325863,BRDN0001480092,0
BRD-K59325863,BRDN0001484654,0
BRD-K59325863,BRDN0001489452,0
BRD-K59325863,BRDN0001488805,0
BRD-K59325863,BRDN0001488082,0
BRD-K59325863,BRDN0001481198,0
BRD-K59325863,BRDN0001054801,0
BRD-K59325863,BRDN0000562882,0
BRD-K59325863,BRDN0001145318,0
BRD-K59325863,BRDN0001483788,0
BRD-K59325863,BRDN0001486382,0
BRD-K59325863,BRDN0001485965,0
BRD-K59325863,BRDN0001480476,0
BRD-K59325863,BRDN0000582721,0
BRD-K59325863,BRDN0000733096,0
BRD-K59325863,BRDN0000732963,0
BRD-K59325863,BRDN0000732970,0
BRD-K59325863,BRDN0001481176,0
BRD-K59325863,BRDN0001484348,0
BRD-K59325863,BRDN0001484783,0
BRD-K59325863,BRDN0001488696,0
BRD-K59325863,BRDN0001145608,0
BRD-K59325863,BRDN0001147629,0
BRD-K59325863,BRDN0001486377,0
BRD-K59325863,BRDN0001488358,0
BRD-K59325863,BRDN0001480034,0
BRD-K59325863,BRDN0001484463,0
BRD-K59325863,BRDN0001481686,0
BRD-K59325863,BRDN0001481083,0
BRD-K59325863,BRDN0001483506,0
BRD-K59325863,BRDN0001481654,0
BRD-K59325863,BRDN0001484416,0
BRD-K59325863,BRDN0001148320,0
BRD-K59325863,BRDN0000579738,0
BRD-K59325863,BRDN0001481097,0
BRD-K59325863,BRDN0001482955,0
BRD-K59325863,BRDN0001483208,0
BRD-K59325863,BRDN0001488340,0
BRD-K59325863,BRDN0001486858,0
BRD-K59325863,BRDN0001487201,0
BRD-K59325863,BRDN0001483295,0
BRD-K59325863,BRDN0001488321,0
BRD-K59325863,BRDN0000990355,0
BRD-K59325863,BRDN0000990412,0
BRD-K59325863,BRDN0001485228,0
BRD-K59325863,BRDN0001487761,0
BRD-K59325863,BRDN0001162576,0
BRD-K59325863,BRDN0001480501,0
BRD-K59325863,BRDN0001144938,0
BRD-K59325863,BRDN0001146819,0
BRD-K59325863,BRDN0001065674,0
BRD-K59325863,BRDN0001065858,0
BRD-K59325863,BRDN0001489809,0
BRD-K59325863,BRDN0001488241,0
BRD-K59325863,BRDN0001485038,0
BRD-K59325863,BRDN0001482049,0
BRD-K59325863,BRDN0000563501,0
BRD-K59325863,BRDN0000563722,0
BRD-K59325863,BRDN0000585854,0
BRD-K59325863,BRDN0001145610,0
BRD-K59325863,BRDN0001145958,0
BRD-K59325863,BRDN0001147867,0
BRD-K59325863,BRDN0001487607,0
BRD-K59325863,BRDN0001484218,0
BRD-K59325863,BRDN0001485385,0
BRD-K59325863,BRDN0001487249,0
BRD-K59325863,BRDN0001479791,0
BRD-K59325863,BRDN0001480256,0
BRD-K59325863,BRDN0001487609,0
BRD-K59325863,BRDN0001479324,0
BRD-K59325863,BRDN0001066838,0
BRD-K59325863,BRDN0001066751,0
BRD-K59325863,BRDN0001065257,0
BRD-K59325863,BRDN0001065258,0
BRD-K59325863,BRDN0001487440,0
BRD-K59325863,BRDN0001486303,0
BRD-K59325863,BRDN0001144990,0
BRD-K59325863,BRDN0001148507,0
BRD-K59325863,BRDN0001052307,0
BRD-K59325863,BRDN0001148298,0
BRD-K59325863,BRDN0001147209,0
BRD-K59325863,BRDN0001146512,0
BRD-K59325863,BRDN0001481578,0
BRD-K59325863,BRDN0001485608,0
BRD-K59325863,BRDN0001484276,0
BRD-K59325863,BRDN0001488463,0
BRD-K59325863,BRDN0001054403,0
BRD-K59325863,BRDN0001054361,0
BRD-K59325863,BRDN0001145503,0
BRD-K59325863,BRDN0001145758,0
BRD-K59325863,BRDN0001486718,0
BRD-K59325863,BRDN0001485309,0
BRD-K59325863,BRDN0001056840,0
BRD-K59325863,BRDN0001481609,0
BRD-K59325863,BRDN0001481136,0
BRD-K10843433,BRDN0001480888,0
BRD-K10843433,BRDN0001482977,0
BRD-K10843433,BRDN0001483495,0
BRD-K10843433,BRDN0001484586,0
BRD-K10843433,BRDN0001480510,0
BRD-K10843433,BRDN0001483086,0
BRD-K10843433,BRDN0001487636,0
BRD-K10843433,BRDN0001487543,0
BRD-K10843433,BRDN0001484752,0
BRD-K10843433,BRDN0001481237,0
BRD-K10843433,BRDN0001488469,0
BRD-K10843433,BRDN0001479972,0
BRD-K10843433,BRDN0001487915,0
BRD-K10843433,BRDN0001488371,0
BRD-K10843433,BRDN0001488235,0
BRD-K10843433,BRDN0001488751,0
BRD-K10843433,BRDN0001483003,0
BRD-K10843433,BRDN0001489498,0
BRD-K10843433,BRDN0001489066,0
BRD-K10843433,BRDN0001487864,0
BRD-K10843433,BRDN0001480412,0
BRD-K10843433,BRDN0001485150,0
BRD-K10843433,BRDN0001148417,0
BRD-K10843433,BRDN0001481599,0
BRD-K10843433,BRDN0001483549,0
BRD-K10843433,BRDN0001484748,0
BRD-K10843433,BRDN0001489575,0
BRD-K10843433,BRDN0000987760,0
BRD-K10843433,BRDN0001144968,0
BRD-K10843433,BRDN0001485957,0
BRD-K10843433,BRDN0001487881,0
BRD-K10843433,BRDN0001479616,0
BRD-K10843433,BRDN0001483194,0
BRD-K10843433,BRDN0001487712,0
BRD-K10843433,BRDN0001061130,0
BRD-K10843433,BRDN0001061132,0
BRD-K10843433,BRDN0001066064,0
BRD-K10843433,BRDN0001066250,0
BRD-K10843433,BRDN0001485421,0
BRD-K10843433,BRDN0001485843,0
BRD-K10843433,BRDN0001487345,0
BRD-K10843433,BRDN0001480942,0
BRD-K10843433,BRDN0001488886,0
BRD-K10843433,BRDN0001483257,0
BRD-K10843433,BRDN0001479766,0
BRD-K10843433,BRDN0001480275,0
BRD-K10843433,BRDN0001484506,0
BRD-K10843433,BRDN0001480930,0
BRD-K10843433,BRDN0001479298,0
BRD-K10843433,BRDN0001146959,0
BRD-K10843433,BRDN0001146892,0
BRD-K10843433,BRDN0001480465,0
BRD-K10843433,BRDN0001480426,0
BRD-K10843433,BRDN0001487280,0
BRD-K10843433,BRDN0001480242,0
BRD-K10843433,BRDN0001054845,0
BRD-K10843433,BRDN0000562944,0
BRD-K10843433,BRDN0001482005,0
BRD-K10843433,BRDN0001485726,0
BRD-K10843433,BRDN0000734502,0
BRD-K10843433,BRDN0000734459,0
BRD-K10843433,BRDN0001065457,0
BRD-K10843433,BRDN0001488344,0
BRD-K10843433,BRDN0001482043,0
BRD-K10843433,BRDN0001481569,0
BRD-K10843433,BRDN0001485604,0
BRD-K10843433,BRDN0001490153,0
BRD-K10843433,BRDN0001486784,0
BRD-K10843433,BRDN0001482741,0
BRD-K10843433,BRDN0001480861,0
BRD-K10843433,BRDN0001485794,0
BRD-K10843433,BRDN0001058343,0
BRD-K10843433,BRDN0001058011,0
BRD-K10843433,BRDN0001054815,0
BRD-K10843433,BRDN0000563627,0
BRD-K10843433,BRDN0001483817,0
BRD-K10843433,BRDN0001482450,0
BRD-K10843433,BRDN0001162216,0
BRD-K10843433,BRDN0001147450,0
BRD-K10843433,BRDN0001490325,0
BRD-K10843433,BRDN0001481315,0
BRD-K10843433,BRDN0001484642,0
BRD-K10843433,BRDN0001485538,0
BRD-K10843433,BRDN0001065819,0
BRD-K10843433,BRDN0001065728,0
BRD-K10843433,BRDN0001054985,0
BRD-K10843433,BRDN0000562836,0
BRD-K10843433,BRDN0001147786,0
BRD-K10843433,BRDN0001148950,0
BRD-K10843433,BRDN0001480092,0
BRD-K10843433,BRDN0001484654,0
BRD-K10843433,BRDN0001489452,0
BRD-K10843433,BRDN0001488805,0
BRD-K10843433,BRDN0001488082,0
BRD-K10843433,BRDN0001481198,0
BRD-K10843433,BRDN0001054801,0
BRD-K10843433,BRDN0000562882,0
BRD-K10843433,BRDN0001145318,0
BRD-K10843433,BRDN0001483788,0
BRD-K10843433,BRDN0001486382,0
BRD-K10843433,BRDN0001485965,0
BRD-K10843433,BRDN0001480476,0
BRD-K10843433,BRDN0000582721,0
BRD-K10843433,BRDN0000733096,0
BRD-K10843433,BRDN0000732963,0
BRD-K10843433,BRDN0000732970,0
BRD-K10843433,BRDN0001481176,0
BRD-K10843433,BRDN0001484348,0
BRD-K10843433,BRDN0001484783,0
BRD-K10843433,BRDN0001488696,0
BRD-K10843433,BRDN0001145608,0
BRD-K10843433,BRDN0001147629,0
BRD-K10843433,BRDN0001486377,0
BRD-K10843433,BRDN0001488358,0
BRD-K10843433,BRDN0001480034,0
BRD-K10843433,BRDN0001484463,0
BRD-K10843433,BRDN0001481686,0
BRD-K10843433,BRDN0001481083,0
BRD-K10843433,BRDN0001483506,0
BRD-K10843433,BRDN0001481654,0
BRD-K10843433,BRDN0001484416,0
BRD-K10843433,BRDN0001148320,0
BRD-K10843433,BRDN0000579738,0
BRD-K10843433,BRDN0001481097,0
BRD-K10843433,BRDN0001482955,0
BRD-K10843433,BRDN0001483208,0
BRD-K10843433,BRDN0001488340,0
BRD-K10843433,BRDN0001486858,0
BRD-K10843433,BRDN0001487201,0
BRD-K10843433,BRDN0001483295,0
BRD-K10843433,BRDN0001488321,0
BRD-K10843433,BRDN0000990355,0
BRD-K10843433,BRDN0000990412,0
BRD-K10843433,BRDN0001485228,0
BRD-K10843433,BRDN0001487761,0
BRD-K10843433,BRDN0001162576,0
BRD-K10843433,BRDN0001480501,0
BRD-K10843433,BRDN0001144938,0
BRD-K10843433,BRDN0001146819,0
BRD-K10843433,BRDN0001065674,0
BRD-K10843433,BRDN0001065858,0
BRD-K10843433,BRDN0001489809,0
BRD-K10843433,BRDN0001488241,0
BRD-K10843433,BRDN0001485038,0
BRD-K10843433,BRDN0001482049,0
BRD-K10843433,BRDN0000563501,0
BRD-K10843433,BRDN0000563722,0
BRD-K10843433,BRDN0000585854,0
BRD-K10843433,BRDN0001145610,0
BRD-K10843433,BRDN0001145958,0
BRD-K10843433,BRDN0001147867,0
BRD-K10843433,BRDN0001487607,0
BRD-K10843433,BRDN0001484218,0
BRD-K10843433,BRDN0001485385,0
BRD-K10843433,BRDN0001487249,0
BRD-K10843433,BRDN0001479791,0
BRD-K10843433,BRDN0001480256,0
BRD-K10843433,BRDN0001487609,0
BRD-K10843433,BRDN0001479324,0
BRD-K10843433,BRDN0001066838,0
BRD-K10843433,BRDN0001066751,0
BRD-K10843433,BRDN0001065257,0
BRD-K10843433,BRDN0001065258,0
BRD-K10843433,BRDN0001487440,0
BRD-K10843433,BRDN0001486303,0
BRD-K10843433,BRDN0001144990,0
BRD-K10843433,BRDN0001148507,0
BRD-K10843433,BRDN0001052307,0
BRD-K10843433,BRDN0001148298,0
BRD-K10843433,BRDN0001147209,0
BRD-K10843433,BRDN0001146512,0
BRD-K10843433,BRDN0001481578,0
BRD-K10843433,BRDN0001485608,0
BRD-K10843433,BRDN0001484276,0
BRD-K10843433,BRDN0001488463,0
BRD-K10843433,BRDN0001054403,0
BRD-K10843433,BRDN0001054361,0
BRD-K10843433,BRDN0001145503,0
BRD-K10843433,BRDN0001145758,0
BRD-K10843433,BRDN0001486718,0
BRD-K10843433,BRDN0001485309,0
BRD-K10843433,BRDN0001056840,0
BRD-K10843433,BRDN0001481609,0
BRD-K10843433,BRDN0001481136,0
BRD-K97010173,BRDN0001480888,0
BRD-K97010173,BRDN0001482977,0
BRD-K97010173,BRDN0001483495,0
BRD-K97010173,BRDN0001484586,0
BRD-K97010173,BRDN0001480510,0
BRD-K97010173,BRDN0001483086,0
BRD-K97010173,BRDN0001487636,0
BRD-K97010173,BRDN0001487543,0
BRD-K97010173,BRDN0001484752,0
BRD-K97010173,BRDN0001481237,0
BRD-K97010173,BRDN0001488469,0
BRD-K97010173,BRDN0001479972,0
BRD-K97010173,BRDN0001487915,0
BRD-K97010173,BRDN0001488371,0
BRD-K97010173,BRDN0001488235,0
BRD-K97010173,BRDN0001488751,0
BRD-K97010173,BRDN0001483003,0
BRD-K97010173,BRDN0001489498,0
BRD-K97010173,BRDN0001489066,0
BRD-K97010173,BRDN0001487864,0
BRD-K97010173,BRDN0001480412,0
BRD-K97010173,BRDN0001485150,0
BRD-K97010173,BRDN0001148417,0
BRD-K97010173,BRDN0001481599,0
BRD-K97010173,BRDN0001483549,0
BRD-K97010173,BRDN0001484748,0
BRD-K97010173,BRDN0001489575,0
BRD-K97010173,BRDN0000987760,0
BRD-K97010173,BRDN0001144968,0
BRD-K97010173,BRDN0001485957,0
BRD-K97010173,BRDN0001487881,0
BRD-K97010173,BRDN0001479616,0
BRD-K97010173,BRDN0001483194,0
BRD-K97010173,BRDN0001487712,0
BRD-K97010173,BRDN0001061130,0
BRD-K97010173,BRDN0001061132,0
BRD-K97010173,BRDN0001066064,0
BRD-K97010173,BRDN0001066250,0
BRD-K97010173,BRDN0001485421,0
BRD-K97010173,BRDN0001485843,0
BRD-K97010173,BRDN0001487345,0
BRD-K97010173,BRDN0001480942,0
BRD-K97010173,BRDN0001488886,0
BRD-K97010173,BRDN0001483257,0
BRD-K97010173,BRDN0001479766,0
BRD-K97010173,BRDN0001480275,0
BRD-K97010173,BRDN0001484506,0
BRD-K97010173,BRDN0001480930,0
BRD-K97010173,BRDN0001479298,0
BRD-K97010173,BRDN0001146959,0
BRD-K97010173,BRDN0001146892,0
BRD-K97010173,BRDN0001480465,0
BRD-K97010173,BRDN0001480426,0
BRD-K97010173,BRDN0001487280,0
BRD-K97010173,BRDN0001480242,0
BRD-K97010173,BRDN0001054845,0
BRD-K97010173,BRDN0000562944,0
BRD-K97010173,BRDN0001482005,0
BRD-K97010173,BRDN0001485726,0
BRD-K97010173,BRDN0000734502,0
BRD-K97010173,BRDN0000734459,0
BRD-K97010173,BRDN0001065457,0
BRD-K97010173,BRDN0001488344,0
BRD-K97010173,BRDN0001482043,1
BRD-K97010173,BRDN0001481569,1
BRD-K97010173,BRDN0001485604,0
BRD-K97010173,BRDN0001490153,0
BRD-K97010173,BRDN0001486784,0
BRD-K97010173,BRDN0001482741,0
BRD-K97010173,BRDN0001480861,0
BRD-K97010173,BRDN0001485794,0
BRD-K97010173,BRDN0001058343,0
BRD-K97010173,BRDN0001058011,0
BRD-K97010173,BRDN0001054815,0
BRD-K97010173,BRDN0000563627,0
BRD-K97010173,BRDN0001483817,0
BRD-K97010173,BRDN0001482450,0
BRD-K97010173,BRDN0001162216,0
BRD-K97010173,BRDN0001147450,0
BRD-K97010173,BRDN0001490325,0
BRD-K97010173,BRDN0001481315,0
BRD-K97010173,BRDN0001484642,0
BRD-K97010173,BRDN0001485538,0
BRD-K97010173,BRDN0001065819,0
BRD-K97010173,BRDN0001065728,0
BRD-K97010173,BRDN0001054985,0
BRD-K97010173,BRDN0000562836,0
BRD-K97010173,BRDN0001147786,0
BRD-K97010173,BRDN0001148950,0
BRD-K97010173,BRDN0001480092,0
BRD-K97010173,BRDN0001484654,0
BRD-K97010173,BRDN0001489452,0
BRD-K97010173,BRDN0001488805,0
BRD-K97010173,BRDN0001488082,0
BRD-K97010173,BRDN0001481198,0
BRD-K97010173,BRDN0001054801,0
BRD-K97010173,BRDN0000562882,0
BRD-K97010173,BRDN0001145318,0
BRD-K97010173,BRDN0001483788,0
BRD-K97010173,BRDN0001486382,0
BRD-K97010173,BRDN0001485965,0
BRD-K97010173,BRDN0001480476,0
BRD-K97010173,BRDN0000582721,0
BRD-K97010173,BRDN0000733096,0
BRD-K97010173,BRDN0000732963,0
BRD-K97010173,BRDN0000732970,0
BRD-K97010173,BRDN0001481176,0
BRD-K97010173,BRDN0001484348,0
BRD-K97010173,BRDN0001484783,0
BRD-K97010173,BRDN0001488696,0
BRD-K97010173,BRDN0001145608,0
BRD-K97010173,BRDN0001147629,0
BRD-K97010173,BRDN0001486377,0
BRD-K97010173,BRDN0001488358,0
BRD-K97010173,BRDN0001480034,0
BRD-K97010173,BRDN0001484463,0
BRD-K97010173,BRDN0001481686,0
BRD-K97010173,BRDN0001481083,0
BRD-K97010173,BRDN0001483506,0
BRD-K97010173,BRDN0001481654,0
BRD-K97010173,BRDN0001484416,0
BRD-K97010173,BRDN0001148320,0
BRD-K97010173,BRDN0000579738,0
BRD-K97010173,BRDN0001481097,0
BRD-K97010173,BRDN0001482955,0
BRD-K97010173,BRDN0001483208,0
BRD-K97010173,BRDN0001488340,0
BRD-K97010173,BRDN0001486858,0
BRD-K97010173,BRDN0001487201,0
BRD-K97010173,BRDN0001483295,0
BRD-K97010173,BRDN0001488321,0
BRD-K97010173,BRDN0000990355,0
BRD-K97010173,BRDN0000990412,0
BRD-K97010173,BRDN0001485228,0
BRD-K97010173,BRDN0001487761,0
BRD-K97010173,BRDN0001162576,0
BRD-K97010173,BRDN0001480501,0
BRD-K97010173,BRDN0001144938,0
BRD-K97010173,BRDN0001146819,0
BRD-K97010173,BRDN0001065674,0
BRD-K97010173,BRDN0001065858,0
BRD-K97010173,BRDN0001489809,0
BRD-K97010173,BRDN0001488241,0
BRD-K97010173,BRDN0001485038,0
BRD-K97010173,BRDN0001482049,0
BRD-K97010173,BRDN0000563501,0
BRD-K97010173,BRDN0000563722,0
BRD-K97010173,BRDN0000585854,0
BRD-K97010173,BRDN0001145610,0
BRD-K97010173,BRDN0001145958,0
BRD-K97010173,BRDN0001147867,0
BRD-K97010173,BRDN0001487607,0
BRD-K97010173,BRDN0001484218,0
BRD-K97010173,BRDN0001485385,0
BRD-K97010173,BRDN0001487249,0
BRD-K97010173,BRDN0001479791,0
BRD-K97010173,BRDN0001480256,0
BRD-K97010173,BRDN0001487609,0
BRD-K97010173,BRDN0001479324,0
BRD-K97010173,BRDN0001066838,0
BRD-K97010173,BRDN0001066751,0
BRD-K97010173,BRDN0001065257,0
BRD-K97010173,BRDN0001065258,0
BRD-K97010173,BRDN0001487440,0
BRD-K97010173,BRDN0001486303,0
BRD-K97010173,BRDN0001144990,0
BRD-K97010173,BRDN0001148507,0
BRD-K97010173,BRDN0001052307,0
BRD-K97010173,BRDN0001148298,0
BRD-K97010173,BRDN0001147209,0
BRD-K97010173,BRDN0001146512,0
BRD-K97010173,BRDN0001481578,0
BRD-K97010173,BRDN0001485608,0
BRD-K97010173,BRDN0001484276,0
BRD-K97010173,BRDN0001488463,0
BRD-K97010173,BRDN0001054403,0
BRD-K97010173,BRDN0001054361,0
BRD-K97010173,BRDN0001145503,0
BRD-K97010173,BRDN0001145758,0
BRD-K97010173,BRDN0001486718,0
BRD-K97010173,BRDN0001485309,0
BRD-K97010173,BRDN0001056840,0
BRD-K97010173,BRDN0001481609,0
BRD-K97010173,BRDN0001481136,0
BRD-K86930074,BRDN0001480888,0
BRD-K86930074,BRDN0001482977,0
BRD-K86930074,BRDN0001483495,0
BRD-K86930074,BRDN0001484586,0
BRD-K86930074,BRDN0001480510,0
BRD-K86930074,BRDN0001483086,0
BRD-K86930074,BRDN0001487636,0
BRD-K86930074,BRDN0001487543,0
BRD-K86930074,BRDN0001484752,0
BRD-K86930074,BRDN0001481237,0
BRD-K86930074,BRDN0001488469,0
BRD-K86930074,BRDN0001479972,0
BRD-K86930074,BRDN0001487915,0
BRD-K86930074,BRDN0001488371,0
BRD-K86930074,BRDN0001488235,0
BRD-K86930074,BRDN0001488751,0
BRD-K86930074,BRDN0001483003,0
BRD-K86930074,BRDN0001489498,0
BRD-K86930074,BRDN0001489066,0
BRD-K86930074,BRDN0001487864,0
BRD-K86930074,BRDN0001480412,0
BRD-K86930074,BRDN0001485150,0
BRD-K86930074,BRDN0001148417,0
BRD-K86930074,BRDN0001481599,0
BRD-K86930074,BRDN0001483549,0
BRD-K86930074,BRDN0001484748,0
BRD-K86930074,BRDN0001489575,0
BRD-K86930074,BRDN0000987760,0
BRD-K86930074,BRDN0001144968,0
BRD-K86930074,BRDN0001485957,0
BRD-K86930074,BRDN0001487881,0
BRD-K86930074,BRDN0001479616,0
BRD-K86930074,BRDN0001483194,0
BRD-K86930074,BRDN0001487712,0
BRD-K86930074,BRDN0001061130,0
BRD-K86930074,BRDN0001061132,0
BRD-K86930074,BRDN0001066064,0
BRD-K86930074,BRDN0001066250,0
BRD-K86930074,BRDN0001485421,0
BRD-K86930074,BRDN0001485843,0
BRD-K86930074,BRDN0001487345,0
BRD-K86930074,BRDN0001480942,0
BRD-K86930074,BRDN0001488886,0
BRD-K86930074,BRDN0001483257,0
BRD-K86930074,BRDN0001479766,0
BRD-K86930074,BRDN0001480275,0
BRD-K86930074,BRDN0001484506,0
BRD-K86930074,BRDN0001480930,0
BRD-K86930074,BRDN0001479298,0
BRD-K86930074,BRDN0001146959,1
BRD-K86930074,BRDN0001146892,1
BRD-K86930074,BRDN0001480465,0
BRD-K86930074,BRDN0001480426,0
BRD-K86930074,BRDN0001487280,0
BRD-K86930074,BRDN0001480242,0
BRD-K86930074,BRDN0001054845,0
BRD-K86930074,BRDN0000562944,0
BRD-K86930074,BRDN0001482005,0
BRD-K86930074,BRDN0001485726,0
BRD-K86930074,BRDN0000734502,0
BRD-K86930074,BRDN0000734459,0
BRD-K86930074,BRDN0001065457,0
BRD-K86930074,BRDN0001488344,0
BRD-K86930074,BRDN0001482043,0
BRD-K86930074,BRDN0001481569,0
BRD-K86930074,BRDN0001485604,0
BRD-K86930074,BRDN0001490153,0
BRD-K86930074,BRDN0001486784,0
BRD-K86930074,BRDN0001482741,0
BRD-K86930074,BRDN0001480861,0
BRD-K86930074,BRDN0001485794,0
BRD-K86930074,BRDN0001058343,0
BRD-K86930074,BRDN0001058011,0
BRD-K86930074,BRDN0001054815,0
BRD-K86930074,BRDN0000563627,0
BRD-K86930074,BRDN0001483817,0
BRD-K86930074,BRDN0001482450,0
BRD-K86930074,BRDN0001162216,0
BRD-K86930074,BRDN0001147450,0
BRD-K86930074,BRDN0001490325,0
BRD-K86930074,BRDN0001481315,0
BRD-K86930074,BRDN0001484642,0
BRD-K86930074,BRDN0001485538,0
BRD-K86930074,BRDN0001065819,0
BRD-K86930074,BRDN0001065728,0
BRD-K86930074,BRDN0001054985,0
BRD-K86930074,BRDN0000562836,0
BRD-K86930074,BRDN0001147786,0
BRD-K86930074,BRDN0001148950,0
BRD-K86930074,BRDN0001480092,0
BRD-K86930074,BRDN0001484654,0
BRD-K86930074,BRDN0001489452,0
BRD-K86930074,BRDN0001488805,0
BRD-K86930074,BRDN0001488082,0
BRD-K86930074,BRDN0001481198,0
BRD-K86930074,BRDN0001054801,0
BRD-K86930074,BRDN0000562882,0
BRD-K86930074,BRDN0001145318,0
BRD-K86930074,BRDN0001483788,0
BRD-K86930074,BRDN0001486382,0
BRD-K86930074,BRDN0001485965,0
BRD-K86930074,BRDN0001480476,0
BRD-K86930074,BRDN0000582721,0
BRD-K86930074,BRDN0000733096,0
BRD-K86930074,BRDN0000732963,0
BRD-K86930074,BRDN0000732970,0
BRD-K86930074,BRDN0001481176,0
BRD-K86930074,BRDN0001484348,0
BRD-K86930074,BRDN0001484783,0
BRD-K86930074,BRDN0001488696,0
BRD-K86930074,BRDN0001145608,0
BRD-K86930074,BRDN0001147629,0
BRD-K86930074,BRDN0001486377,0
BRD-K86930074,BRDN0001488358,0
BRD-K86930074,BRDN0001480034,0
BRD-K86930074,BRDN0001484463,0
BRD-K86930074,BRDN0001481686,0
BRD-K86930074,BRDN0001481083,0
BRD-K86930074,BRDN0001483506,0
BRD-K86930074,BRDN0001481654,0
BRD-K86930074,BRDN0001484416,0
BRD-K86930074,BRDN0001148320,0
BRD-K86930074,BRDN0000579738,0
BRD-K86930074,BRDN0001481097,0
BRD-K86930074,BRDN0001482955,0
BRD-K86930074,BRDN0001483208,0
BRD-K86930074,BRDN0001488340,0
BRD-K86930074,BRDN0001486858,0
BRD-K86930074,BRDN0001487201,0
BRD-K86930074,BRDN0001483295,0
BRD-K86930074,BRDN0001488321,0
BRD-K86930074,BRDN0000990355,0
BRD-K86930074,BRDN0000990412,0
BRD-K86930074,BRDN0001485228,0
BRD-K86930074,BRDN0001487761,0
BRD-K86930074,BRDN0001162576,0
BRD-K86930074,BRDN0001480501,0
BRD-K86930074,BRDN0001144938,1
BRD-K86930074,BRDN0001146819,1
BRD-K86930074,BRDN0001065674,0
BRD-K86930074,BRDN0001065858,0
BRD-K86930074,BRDN0001489809,0
BRD-K86930074,BRDN0001488241,0
BRD-K86930074,BRDN0001485038,0
BRD-K86930074,BRDN0001482049,0
BRD-K86930074,BRDN0000563501,0
BRD-K86930074,BRDN0000563722,0
BRD-K86930074,BRDN0000585854,0
BRD-K86930074,BRDN0001145610,0
